date;region;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron
2021-07-24;NAQ;Complet de 6 mois et plus - sans rappel;0.3;0.07;0.0;0.0;0.0;0.0;0.0;0.0;594.04;NA;NA;NA;NA
2021-07-24;NOR;Complet de 6 mois et plus - sans rappel;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;386.15;NA;NA;NA;NA
2021-07-24;OCC;Primo dose récente;1385.88;157.92;159.94;86.55;0.0;0.0;0.0;0.0;322149.97;9.15;6.2;NA;NA
2021-07-24;OCC;Complet entre 3 mois et 6 mois - sans rappel;1037.46;80.88;39.03;13.1;0.0;0.0;0.0;0.0;494944.02;8.77;1.22;NA;NA
2021-07-24;PAC;Primo dose récente;1235.78;78.35;118.04;43.98;3.25;3.25;0.16;0.0;273643.69;2.83;2.58;0;NA
2021-07-24;PAC;Complet de 6 mois et plus - sans rappel;1.37;0.0;0.01;0.0;0.0;0.0;0.0;0.0;675.06;0;NA;NA;NA
2021-07-24;PAC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;NA;NA;NA;NA
2021-07-24;PDL;Complet entre 3 mois et 6 mois - sans rappel;432.87;42.62;5.14;3.59;0.0;0.0;0.0;0.0;274143.97;30.85;44.64;NA;NA
2021-07-25;ARA;Primo dose efficace;453.85;47.38;25.9;11.59;2.32;1.49;0.0;0.0;718030.0;11.14;0;0;NA
2021-07-25;ARA;Complet de 6 mois et plus - sans rappel;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;680.65;NA;NA;NA;NA
2021-07-25;BFC;Primo dose efficace;173.74;18.05;6.0;4.0;2.08;2.0;0.0;0.0;301355.6;0;0;0;NA
2021-07-25;BFC;Complet de moins de 3 mois - sans rappel;426.24;24.72;8.45;3.62;0.07;0.0;0.0;0.0;946178.19;0;0;NA;NA
2021-07-25;BFC;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;374.22;NA;NA;NA;NA
2021-07-25;BRE;Complet de moins de 3 mois - sans rappel;613.95;45.13;12.65;6.69;3.26;0.5;0.0;0.0;1254584.91;0;0;NA;NA
2021-07-25;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.62;NA;NA;NA;NA
2021-07-25;COR;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.96;NA;NA;NA;NA
2021-07-25;CVL;Non-vaccinés;481.06;44.16;16.59;7.26;3.5;3.0;0.0;0.0;980066.37;9.12;0;33.33;NA
2021-07-25;CVL;Primo dose récente;64.83;1.75;1.22;1.22;0.0;0.0;0.0;0.0;131175.51;0;0;NA;NA
2021-07-25;CVL;Primo dose efficace;141.38;11.7;2.41;0.08;0.12;0.0;0.0;0.0;272969.62;13.69;0;NA;NA
2021-07-25;CVL;Complet de moins de 3 mois - sans rappel;446.64;18.34;2.76;2.43;1.38;1.0;0.0;0.0;953215.48;18.75;0;0;NA
2021-07-25;CVL;Complet entre 3 mois et 6 mois - sans rappel;111.05;6.06;1.0;0.0;0.0;0.0;0.0;0.0;208612.68;NA;NA;NA;NA
2021-07-25;CVL;Complet de 6 mois et plus - sans rappel;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;222.0;NA;NA;NA;NA
2021-07-25;GES;Primo dose récente;222.82;10.46;11.42;4.17;0.5;0.0;0.08;0.0;286720.88;11.88;23.98;NA;NA
2021-07-25;GES;Complet entre 3 mois et 6 mois - sans rappel;324.75;27.13;4.12;2.05;2.0;1.0;0.08;0.0;512126.39;0;0;0;NA
2021-07-25;GES;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.77;NA;NA;NA;NA
2021-07-25;GUA;Primo dose efficace;13.29;0.33;0.0;0.0;0.0;0.0;0.0;0.0;19803.51;NA;NA;NA;NA
2021-07-25;GUA;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.94;NA;NA;NA;NA
2021-07-25;GUY;Primo dose récente;4.85;0.08;0.09;0.08;1.08;1.08;0.08;0.0;6417.98;0;NA;NA;NA
2021-07-25;GUY;Primo dose efficace;7.6;0.0;0.42;0.0;0.66;0.0;0.0;0.0;11786.15;0;NA;NA;NA
2021-07-25;GUY;Complet entre 3 mois et 6 mois - sans rappel;10.47;0.0;0.01;0.0;0.0;0.0;0.08;0.0;8839.37;0;NA;NA;NA
2021-07-25;HDF;Non-vaccinés;2310.83;243.55;118.2;62.02;10.5;8.5;0.0;0.0;2369276.23;2.85;0;0;NA
2021-07-25;HDF;Primo dose récente;393.71;26.19;16.1;4.96;0.5;0.5;0.0;0.0;362094.85;9.15;0;NA;NA
2021-07-25;HDF;Primo dose efficace;563.4;37.54;13.36;5.99;0.0;0.0;0.0;0.0;533003.98;0;0;NA;NA
2021-07-25;HDF;Complet entre 3 mois et 6 mois - sans rappel;338.22;40.71;4.57;2.19;1.0;1.0;0.0;0.0;513301.77;0;0;NA;NA
2021-07-25;LRE;Complet entre 3 mois et 6 mois - sans rappel;57.24;0.8;1.67;0.07;0.11;0.0;0.08;0.0;30598.46;0;0;NA;NA
2021-07-25;MAR;Non-vaccinés;54.06;8.28;16.83;3.0;26.19;13.5;1.88;1.0;279163.09;67.95;66.67;85.71;100
2021-07-25;MAY;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-07-25;NAQ;Complet de 6 mois et plus - sans rappel;0.09;0.04;0.0;0.0;0.0;0.0;0.0;0.0;604.99;NA;NA;NA;NA
2021-07-25;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.97;NA;NA;NA;NA
2021-07-25;NOR;Primo dose efficace;262.69;31.35;6.27;4.62;1.14;1.0;0.0;0.0;383147.05;0;0;0;NA
2021-07-25;NOR;Complet de 6 mois et plus - sans rappel;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;396.16;NA;NA;NA;NA
2021-07-25;OCC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.87;NA;NA;NA;NA
2021-07-25;PAC;Complet entre 3 mois et 6 mois - sans rappel;498.05;37.89;16.96;3.18;2.83;2.83;1.2;1.2;512315.29;1.95;0;0;0
2021-07-25;PDL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;NA;NA;NA;NA
2021-07-26;ARA;Primo dose récente;3206.86;387.78;338.59;190.91;0.0;0.0;0.0;0.0;465505.9;2.66;1.45;NA;NA
2021-07-26;ARA;Primo dose efficace;4052.25;471.31;293.44;153.45;3.71;1.2;0.0;0.0;710671.37;6.78;4.22;0;NA
2021-07-26;BFC;Complet de moins de 3 mois - sans rappel;2865.55;266.38;56.55;31.02;3.25;3.25;0.0;0.0;948147.6;6.18;7.6;0;NA
2021-07-26;BFC;Complet entre 3 mois et 6 mois - sans rappel;876.47;84.44;6.57;2.88;1.5;0.0;0.0;0.0;279471.52;0;0;NA;NA
2021-07-26;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.62;NA;NA;NA;NA
2021-07-26;COR;Complet de moins de 3 mois - sans rappel;900.77;127.9;77.73;40.88;0.0;0.0;0.0;0.0;106048.09;5.86;2.94;NA;NA
2021-07-26;CVL;Complet de moins de 3 mois - sans rappel;2490.27;210.58;53.88;26.75;1.0;0.0;0.0;0.0;954635.74;7.35;4.4;NA;NA
2021-07-26;GES;Non-vaccinés;12746.79;1777.19;1113.82;559.37;10.75;7.0;1.0;1.0;2162244.17;3.93;2.92;16.67;0
2021-07-26;GES;Primo dose récente;2134.41;173.43;116.26;54.9;1.25;1.0;0.0;0.0;290305.11;0.98;1.9;0;NA
2021-07-26;GES;Complet entre 3 mois et 6 mois - sans rappel;1987.75;204.44;32.04;10.81;3.0;3.0;0.0;0.0;515574.87;4.15;0;0;NA
2021-07-26;GUA;Primo dose récente;63.26;7.49;13.39;6.4;0.0;0.0;0.0;0.0;10684.94;32.63;0;NA;NA
2021-07-26;GUY;Primo dose efficace;39.29;3.87;3.27;0.27;0.0;0.0;0.0;0.0;11790.11;0;NA;NA;NA
2021-07-26;HDF;Primo dose efficace;2422.46;175.86;54.03;26.2;0.06;0.06;0.0;0.0;525515.45;4.67;4.84;0;NA
2021-07-26;IDF;Primo dose efficace;6843.08;362.05;318.71;92.51;4.05;4.0;2.0;1.0;1217302.21;6.77;4.25;0;0
2021-07-26;MAR;Primo dose récente;66.09;14.19;12.41;8.67;1.11;1.11;0.05;0.05;12053.91;60.23;64.74;NA;NA
2021-07-26;MAY;Complet entre 3 mois et 6 mois - sans rappel;27.14;1.0;2.0;1.0;0.0;0.0;0.0;0.0;8800.84;0;0;NA;NA
2021-07-26;NAQ;Primo dose efficace;4005.48;413.32;232.25;124.68;0.5;0.2;1.1;1.0;704679.21;8.7;3.57;0;0
2021-07-26;NAQ;Complet de moins de 3 mois - sans rappel;7785.13;817.04;352.66;163.59;3.47;2.37;0.03;0.0;2283419.83;5.48;4.74;0;NA
2021-07-26;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.97;NA;NA;NA;NA
2021-07-26;NOR;Complet de moins de 3 mois - sans rappel;3030.96;390.53;97.96;47.96;0.33;0.0;0.0;0.0;1256054.38;8.81;10.29;NA;NA
2021-07-26;OCC;Primo dose efficace;4012.49;471.3;322.82;173.72;1.07;1.07;1.0;1.0;572507.5;10.81;9.61;0;0
2021-07-26;PAC;Complet de moins de 3 mois - sans rappel;9049.76;812.18;583.28;241.67;5.8;3.1;2.0;2.0;1690868.48;2.29;1.09;0;0
2021-07-26;PAC;Complet de 6 mois et plus - sans rappel;10.19;0.03;0.12;0.0;0.0;0.0;0.0;0.0;703.9;0;NA;NA;NA
2021-07-26;PDL;Complet de moins de 3 mois - sans rappel;3592.85;451.97;127.63;62.1;3.0;3.0;0.06;0.0;1429981.62;8.24;7.17;0;NA
2021-07-27;ARA;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.99;NA;NA;NA;NA
2021-07-27;BRE;Non-vaccinés;4840.75;778.11;363.36;194.11;4.14;2.0;1.0;1.0;1168719.38;5.37;3.17;0;0
2021-07-27;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.63;NA;NA;NA;NA
2021-07-27;COR;Complet entre 3 mois et 6 mois - sans rappel;309.87;32.57;16.89;9.41;0.0;0.0;0.0;0.0;47792.59;0;0;NA;NA
2021-07-27;GES;Primo dose récente;1875.01;178.53;85.2;50.57;5.25;5.0;0.0;0.0;303333.01;6.36;2.26;0;NA
2021-07-27;GES;Complet entre 3 mois et 6 mois - sans rappel;1623.64;156.42;31.5;12.54;3.0;2.0;0.0;0.0;526986.29;0;0;0;NA
2021-07-27;GUY;Complet entre 3 mois et 6 mois - sans rappel;37.93;2.06;0.86;0.4;0.2;0.0;0.0;0.0;9095.98;NA;NA;NA;NA
2021-07-27;LRE;Complet entre 3 mois et 6 mois - sans rappel;229.15;10.42;4.27;0.74;0.25;0.14;0.0;0.0;31465.81;0.79;0;0;NA
2021-07-27;MAR;Non-vaccinés;1240.2;287.24;447.99;200.3;21.61;9.0;5.0;3.0;278401.38;58.47;59.38;50;0
2021-07-27;MAR;Complet de moins de 3 mois - sans rappel;277.94;18.88;23.08;7.39;0.0;0.0;0.0;0.0;40540.29;69.46;48.49;NA;NA
2021-07-27;NAQ;Primo dose récente;1874.85;239.68;193.28;109.11;1.0;1.0;1.1;1.0;302207.55;8.89;6.17;0;0
2021-07-27;NAQ;Primo dose efficace;3431.87;373.81;211.36;96.72;2.21;2.21;0.31;0.0;671111.23;8.61;4.98;0;NA
2021-07-27;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.97;NA;NA;NA;NA
2021-07-27;NOR;Complet de 6 mois et plus - sans rappel;2.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;581.66;NA;NA;NA;NA
2021-07-27;OCC;Primo dose récente;2542.28;414.5;361.19;219.32;2.64;0.25;0.0;0.0;363635.62;8.5;7.15;100;NA
2021-07-27;OCC;Primo dose efficace;3211.81;406.7;231.4;124.21;0.64;0.34;0.58;0.58;548566.74;11;9.59;41.18;0
2021-07-27;OCC;Complet entre 3 mois et 6 mois - sans rappel;3161.26;219.1;101.05;38.71;9.06;8.53;0.33;0.33;526919.29;7.78;6.55;0;NA
2021-07-27;OCC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.93;NA;NA;NA;NA
2021-07-27;PAC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;NA;NA;NA;NA
2021-07-27;PDL;Non-vaccinés;5366.56;801.12;424.62;238.85;8.8;6.0;0.0;0.0;1444535.25;4.91;2.54;0;NA
2021-07-27;PDL;Primo dose efficace;1938.79;193.91;55.76;23.76;1.0;1.0;0.0;0.0;437604.51;5.47;0;0;NA
2021-07-27;PDL;Complet de moins de 3 mois - sans rappel;3183.48;447.69;119.81;56.92;4.0;4.0;0.0;0.0;1454827.27;2.82;0;0;NA
2021-07-27;PDL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;NA;NA;NA;NA
2021-07-28;ARA;Complet de moins de 3 mois - sans rappel;8862.24;1049.57;405.69;179.24;7.98;6.5;0.2;0.2;3025199.9;6.3;6.34;0;0
2021-07-28;BFC;Primo dose récente;770.81;70.76;46.77;25.33;3.23;3.23;0.0;0.0;180934.15;7.57;9;0;NA
2021-07-28;BFC;Complet entre 3 mois et 6 mois - sans rappel;636.48;77.36;9.5;5.27;1.03;1.03;0.0;0.0;297612.42;10.66;19.42;0;NA
2021-07-28;BFC;Complet de 6 mois et plus - sans rappel;2.39;0.04;0.0;0.0;0.0;0.0;0.0;0.0;650.32;NA;NA;NA;NA
2021-07-28;BRE;Primo dose efficace;1909.83;191.14;43.03;20.86;0.0;0.0;0.0;0.0;434130.83;0;0;NA;NA
2021-07-28;BRE;Complet de 6 mois et plus - sans rappel;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.57;NA;NA;NA;NA
2021-07-28;COR;Complet de 6 mois et plus - sans rappel;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.91;NA;NA;NA;NA
2021-07-28;CVL;Non-vaccinés;3003.7;361.16;208.22;112.48;4.0;4.0;2.73;2.73;945804.18;10.38;5.61;50;0
2021-07-28;CVL;Primo dose récente;571.16;45.87;24.88;13.62;0.0;0.0;0.05;0.05;148700.89;10.89;8.65;NA;NA
2021-07-28;GES;Primo dose efficace;2263.6;202.64;64.81;30.28;1.0;1.0;1.1;0.0;492198.49;6.65;2.58;0;NA
2021-07-28;GUA;Primo dose récente;51.12;6.74;10.36;3.0;0.12;0.12;0.0;0.0;10883.93;43.02;0;0;NA
2021-07-28;GUY;Non-vaccinés;420.59;61.12;63.31;30.58;8.57;3.57;0.79;0.0;231625.52;5.88;16.67;NA;NA
2021-07-28;GUY;Primo dose récente;21.68;3.58;2.87;1.37;0.03;0.03;0.03;0.0;6397.98;NA;NA;NA;NA
2021-07-28;GUY;Complet de moins de 3 mois - sans rappel;137.78;11.89;3.2;1.71;0.26;0.26;0.03;0.0;34254.07;0;0;NA;NA
2021-07-28;GUY;Complet entre 3 mois et 6 mois - sans rappel;42.87;1.79;2.4;0.33;0.11;0.11;0.03;0.0;9435.72;NA;NA;NA;NA
2021-07-28;HDF;Non-vaccinés;8002.65;999.86;557.85;262.12;11.58;5.44;2.0;2.0;2275379.09;4.06;1.75;0;0
2021-07-28;HDF;Complet de moins de 3 mois - sans rappel;4822.71;513.93;110.39;57.13;2.39;1.33;0.0;0.0;2224043.73;1.38;0;0;NA
2021-07-28;IDF;Non-vaccinés;20809.17;1422.17;1917.07;629.98;38.27;28.33;13.2;9.0;4632332.09;5.01;3.75;8.57;0
2021-07-28;IDF;Primo dose récente;4522.79;210.55;302.09;94.44;5.05;5.0;0.0;0.0;820297.98;3.83;2.88;0;NA
2021-07-28;IDF;Complet de moins de 3 mois - sans rappel;19546.93;751.34;617.87;151.24;9.47;7.5;3.0;2.0;4716741.45;4.18;3.92;0;0
2021-07-28;IDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.94;NA;NA;NA;NA
2021-07-28;LRE;Complet de 6 mois et plus - sans rappel;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;NA;NA;NA;NA
2021-07-28;MAR;Primo dose efficace;95.21;7.84;13.19;3.11;0.87;0.09;0.0;0.0;12306.14;50.11;59.81;100;NA
2021-07-28;MAR;Complet de moins de 3 mois - sans rappel;240.46;16.77;15.43;5.88;0.36;0.36;0.0;0.0;40496.24;55.88;40.8;100;NA
2021-07-28;MAR;Complet de 6 mois et plus - sans rappel;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.95;NA;NA;NA;NA
2021-07-28;MAY;Complet entre 3 mois et 6 mois - sans rappel;24.51;3.77;2.0;2.0;0.0;0.0;0.0;0.0;9087.21;0;0;NA;NA
2021-07-28;MAY;Primo dose récente;6.43;0.0;0.17;0.0;0.0;0.0;0.0;0.0;8672.65;NA;NA;NA;NA
2021-07-28;NAQ;Non-vaccinés;11174.81;1791.39;1415.43;763.53;18.8;11.0;5.79;5.0;2117774.26;6.63;4.81;0;25
2021-07-28;NAQ;Primo dose efficace;3156.98;333.56;166.42;80.56;2.6;2.0;0.1;0.0;641750.68;6.64;1.54;0;NA
2021-07-28;NAQ;Complet de moins de 3 mois - sans rappel;6314.04;787.16;334.86;146.99;4.2;4.0;1.03;1.0;2340740.32;8.48;6.64;0;0
2021-07-28;NAQ;Complet entre 3 mois et 6 mois - sans rappel;2152.3;184.16;61.75;29.48;2.4;2.0;0.03;0.0;580121.95;2.2;0;0;NA
2021-07-28;NOR;Primo dose efficace;1072.25;113.29;38.87;16.53;0.0;0.0;0.0;0.0;343176.62;7.3;0;NA;NA
2021-07-28;NOR;Complet entre 3 mois et 6 mois - sans rappel;1042.04;89.51;22.96;13.28;0.0;0.0;0.0;0.0;328037.4;0;0;NA;NA
2021-07-28;OCC;Complet de moins de 3 mois - sans rappel;7599.45;981.54;516.08;244.16;5.31;5.21;2.06;2.0;2165397.84;12.28;9.52;0;NA
2021-07-28;OCC;Complet entre 3 mois et 6 mois - sans rappel;2827.01;227.88;133.79;55.55;4.44;4.07;2.06;2.0;547352.88;4.22;1.28;0;0
2021-07-28;OCC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.9;NA;NA;NA;NA
2021-07-28;PAC;Primo dose efficace;2642.38;214.3;205.81;76.91;2.66;2.5;0.22;0.0;399983.89;2.19;3.37;NA;NA
2021-07-28;PAC;Complet de 6 mois et plus - sans rappel;11.96;1.15;0.08;0.0;0.0;0.0;0.0;0.0;921.16;0;NA;NA;NA
2021-07-28;PDL;Complet de moins de 3 mois - sans rappel;2943.76;409.15;97.4;49.67;4.2;3.2;0.03;0.0;1479764.99;2.43;3.27;31.25;NA
2021-07-28;PDL;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.92;NA;NA;NA;NA
2021-07-29;BFC;Primo dose efficace;1089.94;94.97;31.58;18.28;0.0;0.0;0.12;0.12;258571.66;0;0;NA;NA
2021-07-29;BFC;Complet de moins de 3 mois - sans rappel;1913.35;258.04;65.81;34.56;4.0;4.0;0.38;0.38;990852.22;7.97;3.38;0;NA
2021-07-29;BRE;Primo dose efficace;2701.7;153.74;48.13;20.38;0.0;0.0;0.0;0.0;414789.09;0;0;NA;NA
2021-07-29;BRE;Complet de 6 mois et plus - sans rappel;3.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;854.88;NA;NA;NA;NA
2021-07-29;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9;NA;NA;NA;NA
2021-07-29;COR;Primo dose récente;391.71;42.53;42.2;20.6;0.0;0.0;0.0;0.0;25239.67;2.68;5.16;NA;NA
2021-07-29;CVL;Primo dose récente;936.22;43.56;26.87;15.75;1.0;1.0;0.0;0.0;162232.49;4.87;7.88;0;NA
2021-07-29;CVL;Complet de moins de 3 mois - sans rappel;2007.37;177.42;43.64;16.56;1.1;1.0;0.0;0.0;1000197.0;14.01;0;NA;NA
2021-07-29;CVL;Complet entre 3 mois et 6 mois - sans rappel;395.54;33.11;3.57;1.57;0.2;0.0;2.0;1.0;230217.0;0;0;NA;0
2021-07-29;GES;Non-vaccinés;11442.85;1170.2;732.55;341.63;9.65;7.4;3.0;3.0;2055569.44;9.06;8.89;0;0
2021-07-29;GES;Primo dose efficace;2628.69;177.0;71.46;33.26;1.0;0.0;0.0;0.0;468482.16;16.32;12.24;NA;NA
2021-07-29;GES;Complet de moins de 3 mois - sans rappel;5143.86;539.02;164.78;80.76;5.0;3.0;1.0;1.0;2067858.93;11.81;14.18;0;0
2021-07-29;GES;Complet de 6 mois et plus - sans rappel;3.85;0.02;0.0;0.0;0.0;0.0;0.0;0.0;1874.45;NA;NA;NA;NA
2021-07-29;GES;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.76;NA;NA;NA;NA
2021-07-29;GUA;Non-vaccinés;1259.52;284.61;372.69;210.13;16.21;9.21;2.0;1.0;276748.16;12.29;11.63;38.39;0
2021-07-29;GUA;Primo dose efficace;100.65;11.04;12.45;5.69;2.04;0.04;0.0;0.0;19802.14;22.29;0;0;NA
2021-07-29;GUA;Complet entre 3 mois et 6 mois - sans rappel;61.24;3.14;6.63;0.97;0.28;0.28;0.0;0.0;10535.0;32.51;0;0;NA
2021-07-29;GUY;Primo dose efficace;44.79;2.77;3.81;1.07;0.0;0.0;0.31;0.0;11952.98;0;NA;NA;NA
2021-07-29;GUY;Complet de moins de 3 mois - sans rappel;143.7;12.25;4.85;3.17;0.0;0.0;0.1;0.0;34319.06;NA;NA;NA;NA
2021-07-29;GUY;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;NA;NA;NA;NA
2021-07-29;HDF;Non-vaccinés;10109.02;816.38;557.19;269.29;15.7;11.08;0.79;0.0;2232885.49;4.03;1.65;0;NA
2021-07-29;HDF;Complet de moins de 3 mois - sans rappel;4927.79;468.88;118.02;45.29;5.96;4.58;0.03;0.0;2244403.18;3.88;2.43;0;NA
2021-07-29;HDF;Complet de 6 mois et plus - sans rappel;8.12;0.14;0.0;0.0;0.0;0.0;0.0;0.0;1338.07;NA;NA;NA;NA
2021-07-29;IDF;Primo dose récente;5394.25;189.35;268.75;75.86;3.23;2.0;0.53;0.53;857684.02;1.69;2.41;0;0
2021-07-29;IDF;Primo dose efficace;5734.16;194.68;206.88;51.35;2.26;2.0;1.04;1.04;1097339.22;3.95;4.65;0;0
2021-07-29;IDF;Complet entre 3 mois et 6 mois - sans rappel;2778.83;165.64;76.53;21.38;7.58;6.89;0.01;0.01;996107.35;10.17;7.28;31.36;0
2021-07-29;IDF;Complet de 6 mois et plus - sans rappel;14.23;1.08;1.07;0.0;0.0;0.0;0.0;0.0;3866.01;NA;NA;NA;NA
2021-07-29;IDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.96;NA;NA;NA;NA
2021-07-29;IDF;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;NA;NA;NA;NA
2021-07-29;LRE;Primo dose efficace;254.56;28.94;8.68;4.65;0.3;0.0;0.0;0.0;48384.39;12.25;9.68;NA;NA
2021-07-29;LRE;Complet de moins de 3 mois - sans rappel;1042.92;79.46;58.04;19.54;0.25;0.15;0.0;0.0;190346.28;6.7;3.97;0;NA
2021-07-29;LRE;Complet entre 3 mois et 6 mois - sans rappel;241.76;19.08;10.67;2.52;0.2;0.0;0.0;0.0;33120.38;23.57;39.68;NA;NA
2021-07-29;MAR;Non-vaccinés;1218.13;278.16;440.42;188.46;34.5;22.39;9.46;6.46;276650.66;62.37;58.68;41.67;80
2021-07-29;MAY;Non-vaccinés;140.5;6.0;2.5;0.0;0.0;0.0;0.0;0.0;224478.35;0;NA;NA;NA
2021-07-29;MAY;Primo dose efficace;36.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12888.29;NA;NA;NA;NA
2021-07-29;MAY;Complet entre 3 mois et 6 mois - sans rappel;41.29;2.0;1.0;1.0;0.0;0.0;0.0;0.0;9587.81;NA;NA;NA;NA
2021-07-29;MAY;Primo dose récente;19.01;0.0;1.5;0.0;0.0;0.0;0.0;0.0;9672.62;NA;NA;NA;NA
2021-07-29;MAY;Complet de 6 mois et plus - sans rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;NA;NA;NA;NA
2021-07-29;NAQ;Non-vaccinés;12760.72;1583.03;1327.91;676.61;17.0;11.0;9.58;7.0;2076535.74;6.05;5.42;12.5;0
2021-07-29;NOR;Non-vaccinés;4697.77;591.1;389.82;220.9;11.34;9.0;5.79;4.0;1097225.13;9.45;3.89;0;0
2021-07-29;NOR;Complet de moins de 3 mois - sans rappel;2380.86;311.85;95.6;46.0;2.66;1.0;0.03;0.0;1307844.97;3.18;0.62;0;NA
2021-07-29;NOR;Complet de 6 mois et plus - sans rappel;9.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1686.7;NA;NA;NA;NA
2021-07-29;OCC;Non-vaccinés;15671.86;2497.66;2359.98;1321.43;55.98;46.43;22.09;19.5;2287016.35;9.44;6.5;11.76;6.45
2021-07-29;OCC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.88;NA;NA;NA;NA
2021-07-29;PDL;Primo dose récente;2141.59;107.84;65.01;36.76;0.2;0.0;0.0;0.0;215728.9;4.4;6.07;NA;NA
2021-07-29;PDL;Complet de moins de 3 mois - sans rappel;3333.67;313.49;109.66;31.12;2.25;2.25;0.0;0.0;1501548.05;5.97;3.85;0;NA
2021-07-29;PDL;Complet de 6 mois et plus - sans rappel;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;575.78;NA;NA;NA;NA
2021-07-29;PDL;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.92;NA;NA;NA;NA
2021-07-30;ARA;Complet de 6 mois et plus - sans rappel;13.74;1.09;0.0;0.0;0.0;0.0;0.0;0.0;3261.87;NA;NA;NA;NA
2021-07-30;ARA;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;NA;NA;NA;NA
2021-07-30;BFC;Complet entre 3 mois et 6 mois - sans rappel;757.78;71.89;14.94;7.26;0.0;0.0;0.0;0.0;317671.14;0;0;NA;NA
