date;vac_statut;age;nb_PCR;nb_PCR_sympt;nb_PCR+_sympt;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron;DC_pourcent_omicron;HC_PCR+_pour_covid;SC_PCR+_pour_covid;DC_PCR+_pour_covid
2021-09-24;Complet entre 3 mois et 6 mois - avec rappel;"[80;+]";40.68;1.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11715.54;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-24;Complet de 6 mois et plus - avec rappel;"[80;+]";634.96;40.88;0.0;3.52;0.0;0.0;0.0;0.0;0.0;0.0;235967.26;44.84;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet entre 3 mois et 6 mois - sans rappel;[0,19];146.05;37.14;1.28;2.28;0.48;0.31;0.0;0.0;0.0;0.0;157359.48;0;0;NA;NA;NA;0.06;0.0;0.0
2021-09-25;Complet de 6 mois et plus - sans rappel;[0,19];2.81;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1484.94;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet de moins de 3 mois - avec rappel;[0,19];0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.38;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Primo dose récente;[20,39];1094.78;33.4;5.7;15.57;0.37;0.0;0.0;0.0;0.0;0.0;219174.2;22.3;0;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet entre 3 mois et 6 mois - avec rappel;[20,39];5.81;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1931.68;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet de 6 mois et plus - avec rappel;[20,39];11.8;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3012.42;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet de 6 mois et plus - sans rappel;[40,59];825.76;68.74;10.27;17.28;0.54;0.25;0.0;0.0;0.0;0.0;476548.05;0;0;NA;NA;NA;0.25;0.0;0.0
2021-09-25;Complet de moins de 3 mois - avec rappel;[60,79];16.45;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5750.4;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet entre 3 mois et 6 mois - avec rappel;[60,79];43.2;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17025.86;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Non-vaccinés;"[80;+]";1528.63;55.38;4.33;43.88;19.12;16.12;0.5;0.5;7.37;5.37;460959.87;11.7;0;0;0;0;13.12;0.5;5.37
2021-09-25;Primo dose récente;"[80;+]";115.73;2.26;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;18901.15;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-25;Complet de 6 mois et plus - sans rappel;"[80;+]";1595.29;92.14;3.67;22.73;2.48;2.48;0.25;0.25;4.36;2.36;767526.68;0;0;0;0;0;2.48;0.25;2.36
2021-09-26;Non-vaccinés;[0,19];2580.23;710.35;53.04;144.43;6.98;5.98;0.17;0.17;0.0;0.0;11177053.61;5.2;0;0;NA;NA;4.53;0.17;0.0
2021-09-26;Complet entre 3 mois et 6 mois - sans rappel;[0,19];43.77;15.27;0.0;0.24;1.11;0.44;0.17;0.17;0.0;0.0;171115.39;NA;NA;0;NA;NA;0.26;0.17;0.0
2021-09-26;Complet de moins de 3 mois - avec rappel;[0,19];0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;201.04;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Complet entre 3 mois et 6 mois - avec rappel;[0,19];0.04;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184.44;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Complet entre 3 mois et 6 mois - sans rappel;[20,39];1464.27;170.12;18.21;38.23;0.59;0.39;1.12;0.62;0.0;0.0;2443173.68;3.33;0;100;NA;NA;0.39;0.33;0.0
2021-09-26;Complet de moins de 3 mois - avec rappel;[20,39];4.94;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;981.87;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Non-vaccinés;[40,59];1784.69;118.04;30.93;89.66;20.17;18.5;11.1;6.0;2.0;1.0;1997142.7;3.73;0;0;20;0;15.5;6.0;1.0
2021-09-26;Non-vaccinés;[60,79];1039.04;68.15;20.0;54.36;32.64;26.97;12.56;9.31;14.67;12.0;1360607.13;5.05;0;0;0;20;26.97;8.31;12.0
2021-09-26;Complet de moins de 3 mois - sans rappel;[60,79];1485.4;86.62;4.0;25.32;6.33;6.0;2.5;2.25;2.0;2.0;3070179.26;12.27;0;0;0;0;5.0;2.25;2.0
2021-09-26;Complet entre 3 mois et 6 mois - sans rappel;[60,79];3507.5;193.02;20.0;55.08;9.58;8.58;3.08;2.83;4.22;4.0;8196421.93;0;0;0;0;0;8.58;2.83;3.0
2021-09-26;Complet de 6 mois et plus - sans rappel;[60,79];498.56;31.89;1.0;3.89;1.25;1.25;0.11;0.11;2.61;1.5;759553.37;0;NA;NA;0;0;1.25;0.11;1.5
2021-09-26;Complet entre 3 mois et 6 mois - avec rappel;[60,79];25.8;2.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17767.34;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Non-vaccinés;"[80;+]";654.28;53.87;1.09;29.89;15.3;13.16;0.64;0.0;17.59;11.25;460129.79;0;0;0;NA;0;10.83;0.0;11.0
2021-09-26;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";1778.96;135.62;2.45;20.8;7.49;6.22;1.21;1.0;4.69;2.25;1922337.1;0;0;0;0;0;5.22;1.0;2.0
2021-09-26;Complet de moins de 3 mois - avec rappel;"[80;+]";1.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6094.43;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Complet entre 3 mois et 6 mois - avec rappel;"[80;+]";20.92;1.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13649.18;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-26;Complet de 6 mois et plus - avec rappel;"[80;+]";190.97;18.34;1.0;2.5;1.0;1.0;0.0;0.0;0.0;0.0;270861.83;0;0;NA;NA;NA;1.0;0.0;0.0
2021-09-27;Complet de moins de 3 mois - avec rappel;[0,19];2.58;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;206.93;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Complet entre 3 mois et 6 mois - avec rappel;[0,19];0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184.51;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Non-vaccinés;[20,39];18102.29;2071.29;420.39;911.97;26.38;18.38;4.3;2.3;1.0;1.0;2202424.94;3.5;1.06;0;0;100;12.0;1.3;1.0
2021-09-27;Primo dose récente;[20,39];1518.4;85.47;14.59;28.56;1.0;1.0;0.0;0.0;0.0;0.0;208440.3;0;0;0;NA;NA;1.0;0.0;0.0
2021-09-27;Primo dose efficace;[20,39];4215.15;346.41;26.66;80.17;0.12;0.12;0.5;0.5;0.0;0.0;928505.92;5.56;0;NA;NA;NA;0.0;0.5;0.0
2021-09-27;Complet de 6 mois et plus - sans rappel;[20,39];630.96;120.51;11.11;20.22;0.38;0.38;0.0;0.0;0.0;0.0;139939.58;14.37;22.26;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Complet de 6 mois et plus - avec rappel;[20,39];14.93;1.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3107.96;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Primo dose récente;[40,59];1085.33;47.19;5.76;13.23;1.0;1.0;0.0;0.0;0.0;0.0;128175.25;9.79;0.22;0;NA;NA;1.0;0.0;0.0
2021-09-27;Primo dose efficace;[40,59];3389.03;200.24;13.01;58.41;3.17;2.0;1.14;1.14;0.04;0.04;708820.27;2.78;0.28;0;0;0;2.0;1.14;0.04
2021-09-27;Non-vaccinés;[60,79];8410.72;327.76;78.85;227.76;34.73;24.76;16.0;11.0;10.49;6.0;1360214.54;5.32;1.92;5.74;0;16.67;23.76;11.0;6.0
2021-09-27;Complet entre 3 mois et 6 mois - avec rappel;[60,79];107.48;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17849.94;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Primo dose récente;"[80;+]";220.6;6.1;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;18512.63;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-27;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";7183.38;412.85;31.05;107.51;11.94;10.2;2.14;2.14;3.56;2.0;1922660.86;2.75;3.73;0;0;0;10.2;2.14;2.0
2021-09-27;Complet de moins de 3 mois - avec rappel;"[80;+]";38.53;6.53;0.0;1.27;0.0;0.0;0.0;0.0;0.0;0.0;6119.99;78.74;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-28;Non-vaccinés;[0,19];23536.64;5186.76;360.78;938.44;14.36;8.96;0.85;0.0;1.0;1.0;11168350.28;2.95;2.63;0;NA;0;7.21;0.0;1.0
2021-09-28;Primo dose récente;[0,19];480.47;142.66;6.98;14.62;0.04;0.04;0.0;0.0;0.0;0.0;197950.15;9.58;0;NA;NA;NA;0.04;0.0;0.0
2021-09-28;Complet de 6 mois et plus - sans rappel;[0,19];7.9;1.21;0.0;0.0;0.42;0.42;0.0;0.0;0.0;0.0;1535.46;NA;NA;NA;NA;NA;0.17;0.0;0.0
2021-09-28;Complet de 6 mois et plus - avec rappel;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.43;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-28;Non-vaccinés;[20,39];14408.56;1774.7;282.16;620.24;22.24;18.38;5.0;4.0;0.5;0.5;2189790.69;2.48;1.78;0;0;NA;11.07;4.0;0.5
2021-09-28;Primo dose récente;[20,39];1038.62;73.78;9.5;23.22;0.0;0.0;0.0;0.0;0.0;0.0;195855.43;0;0;NA;NA;NA;0.0;0.0;0.0
2021-09-28;Complet de moins de 3 mois - avec rappel;[20,39];12.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1090.3;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-28;Primo dose récente;[40,59];721.34;34.08;6.69;15.15;1.0;1.0;0.0;0.0;0.0;0.0;120762.38;0.09;0;0;NA;NA;1.0;0.0;0.0
2021-09-28;Primo dose efficace;[40,59];2462.7;178.48;10.45;27.77;0.25;0.25;0.0;0.0;1.0;0.0;697020.4;0.26;0;0;NA;NA;0.25;0.0;0.0
2021-09-28;Complet entre 3 mois et 6 mois - avec rappel;[40,59];31.12;3.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5356.19;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-28;Complet de 6 mois et plus - avec rappel;[40,59];59.87;2.69;0.0;1.01;0.0;0.0;0.14;0.14;0.0;0.0;13194.36;100;NA;NA;0;NA;0.0;0.14;0.0
2021-09-28;Primo dose efficace;[60,79];1862.07;82.47;5.81;22.49;2.58;1.58;0.02;0.02;1.07;1.07;497521.01;7.94;0;0;0;0;1.58;0.02;1.07
2021-09-28;Complet de 6 mois et plus - sans rappel;[60,79];2440.67;153.27;13.25;49.3;3.39;3.06;1.03;0.03;0.07;0.07;771169.11;6.62;10.99;0;0;0;1.06;0.03;0.07
2021-09-28;Complet de 6 mois et plus - avec rappel;[60,79];754.16;40.57;1.0;2.25;1.0;1.0;0.22;0.22;0.0;0.0;224390.48;0;0;0;0;NA;1.0;0.22;0.0
2021-09-28;Primo dose efficace;"[80;+]";975.53;51.36;0.0;8.43;5.82;4.2;0.0;0.0;1.1;1.1;221248.95;0;NA;31.25;NA;0;2.2;0.0;1.1
2021-09-28;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";5712.25;341.81;27.28;85.26;19.4;12.4;0.0;0.0;5.28;5.08;1908217.31;2.18;0.15;19.23;NA;0;10.4;0.0;5.08
2021-09-28;Complet de 6 mois et plus - sans rappel;"[80;+]";2657.98;152.78;11.53;58.03;6.1;4.6;0.0;0.0;1.65;1.65;765229.87;7.6;0.31;0;NA;0;4.6;0.0;1.65
2021-09-28;Complet de 6 mois et plus - avec rappel;"[80;+]";1092.37;60.16;1.0;9.12;0.2;0.2;0.0;0.0;0.0;0.0;298686.34;16.2;0;0;NA;NA;0.2;0.0;0.0
2021-09-29;Complet de moins de 3 mois - sans rappel;[0,19];5414.85;2343.31;28.56;58.88;1.06;1.0;1.0;0.0;0.0;0.0;3951183.03;5.53;5.2;NA;NA;NA;1.0;0.0;0.0
2021-09-29;Complet de moins de 3 mois - avec rappel;[0,19];2.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;230.69;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-29;Primo dose efficace;[20,39];3189.03;266.85;18.22;46.32;0.24;0.24;1.0;1.0;0.0;0.0;902953.9;6.18;7.96;NA;NA;NA;0.12;1.0;0.0
2021-09-29;Complet entre 3 mois et 6 mois - sans rappel;[20,39];7434.81;1399.0;79.78;167.2;1.22;0.55;0.0;0.0;0.0;0.0;2775204.19;2.91;1.67;NA;NA;NA;0.12;0.0;0.0
2021-09-29;Complet de moins de 3 mois - avec rappel;[20,39];9.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1184.02;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-29;Complet entre 3 mois et 6 mois - avec rappel;[20,39];17.58;1.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2073.09;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-29;Primo dose efficace;[40,59];2424.98;162.91;12.61;27.98;1.05;1.0;0.0;0.0;1.0;1.0;685865.74;5.07;0;0;NA;0;1.0;0.0;1.0
2021-09-29;Primo dose récente;[60,79];296.34;3.52;1.0;1.04;0.0;0.0;0.0;0.0;0.0;0.0;45821.28;0;0;NA;NA;NA;0.0;0.0;0.0
2021-09-29;Primo dose efficace;[60,79];1529.29;88.02;7.84;19.44;2.19;0.0;0.0;0.0;2.5;2.5;490471.15;9.09;0;NA;NA;0;0.0;0.0;2.5
2021-09-29;Complet de moins de 3 mois - sans rappel;[60,79];5179.51;349.43;23.86;58.25;8.43;8.37;3.25;3.0;3.2;2.0;2862677.21;4.69;0;0;0;0;7.12;3.0;2.0
2021-09-29;Complet de 6 mois et plus - avec rappel;[60,79];544.03;40.91;1.14;2.46;1.0;1.0;0.0;0.0;0.0;0.0;241017.79;0;0;0;NA;NA;1.0;0.0;0.0
2021-09-29;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";4543.84;265.76;28.83;74.39;15.81;9.21;1.16;1.16;4.29;4.0;1888596.53;2.49;0;0;0;0;8.0;1.16;3.0
2021-09-30;Complet de 6 mois et plus - sans rappel;[0,19];5.21;0.19;0.0;0.11;0.0;0.0;0.0;0.0;0.0;0.0;1644.87;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-30;Complet de 6 mois et plus - avec rappel;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;113.87;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-30;Primo dose efficace;[20,39];3547.48;271.83;23.21;55.84;1.05;1.0;0.0;0.0;0.07;0.07;887326.98;5.92;0;NA;NA;0;1.0;0.0;0.07
2021-09-30;Non-vaccinés;[40,59];10442.03;884.08;186.14;398.15;28.26;20.0;14.12;9.12;2.5;2.0;1973504.9;3.63;1.93;8.26;0;0;19.0;9.12;1.0
2021-09-30;Complet de moins de 3 mois - sans rappel;[40,59];10877.49;1531.75;93.25;251.07;5.09;4.97;1.25;1.25;0.0;0.0;8059664.62;4.16;4.12;0;80;NA;4.97;1.25;0.0
2021-09-30;Complet de moins de 3 mois - avec rappel;[40,59];6.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2268.72;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-30;Non-vaccinés;[60,79];4771.35;232.67;54.02;174.27;31.08;20.58;5.78;3.67;12.47;11.0;1349782.49;5.19;5.76;0;33.33;0;19.58;3.67;11.0
2021-09-30;Primo dose récente;[60,79];242.05;5.27;1.0;3.28;1.45;1.45;0.0;0.0;0.0;0.0;43963.16;0;0;0;NA;NA;1.45;0.0;0.0
2021-09-30;Primo dose récente;"[80;+]";94.23;2.24;0.0;1.01;1.0;1.0;0.0;0.0;0.0;0.0;16758.39;0;NA;0;NA;NA;1.0;0.0;0.0
2021-09-30;Primo dose efficace;"[80;+]";747.21;36.99;0.0;5.13;0.54;0.0;0.0;0.0;0.09;0.0;211396.04;2.83;NA;NA;NA;NA;0.0;0.0;0.0
2021-09-30;Complet de 6 mois et plus - sans rappel;"[80;+]";1622.39;136.51;24.12;50.6;8.02;8.0;0.2;0.2;2.09;2.0;762533.81;5.96;0;0;NA;0;6.0;0.0;1.0
2021-09-30;Complet entre 3 mois et 6 mois - avec rappel;"[80;+]";33.64;2.7;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16795.42;0;0;NA;NA;NA;0.0;0.0;0.0
2021-09-30;Complet de 6 mois et plus - avec rappel;"[80;+]";726.7;59.69;0.0;11.21;0.6;0.6;0.0;0.0;0.0;0.0;364562.3;0.43;NA;0;NA;NA;0.6;0.0;0.0
2021-10-01;Primo dose efficace;[0,19];2048.32;204.21;4.37;10.97;0.23;0.23;0.0;0.0;0.0;0.0;475637.79;22.57;0;0;NA;NA;0.1;0.0;0.0
2021-10-01;Complet entre 3 mois et 6 mois - avec rappel;[0,19];1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.94;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Complet de 6 mois et plus - avec rappel;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;122.97;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Primo dose récente;[20,39];1285.58;48.69;3.25;12.13;0.05;0.05;0.0;0.0;0.0;0.0;166320.58;0;0;0;NA;NA;0.05;0.0;0.0
2021-10-01;Primo dose efficace;[20,39];4460.06;247.54;25.37;59.34;1.07;1.07;0.0;0.0;0.0;0.0;872726.62;5.66;0;93.46;NA;NA;1.07;0.0;0.0
2021-10-01;Complet de 6 mois et plus - sans rappel;[20,39];601.65;118.04;6.98;13.86;0.48;0.48;0.0;0.0;0.0;0.0;154234.18;0;0;0;NA;NA;0.23;0.0;0.0
2021-10-01;Complet entre 3 mois et 6 mois - avec rappel;[20,39];13.75;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2128.02;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Complet de 6 mois et plus - avec rappel;[20,39];15.5;1.17;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;3651.41;NA;NA;0;NA;NA;0.1;0.0;0.0
2021-10-01;Non-vaccinés;[40,59];13292.12;831.02;167.04;385.95;29.22;19.67;6.85;6.0;0.52;0.0;1965994.56;3.12;1.62;18.18;0;NA;19.67;6.0;0.0
2021-10-01;Primo dose récente;[40,59];767.46;24.03;4.41;10.17;0.0;0.0;0.0;0.0;0.0;0.0;99794.82;0;0;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Complet de moins de 3 mois - avec rappel;[40,59];9.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2426.62;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Primo dose récente;[60,79];269.77;0.51;0.0;2.1;3.0;2.0;1.0;1.0;0.0;0.0;41980.9;0;NA;0;0;NA;2.0;1.0;0.0
2021-10-01;Complet de moins de 3 mois - avec rappel;[60,79];30.84;1.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8239.27;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Complet de 6 mois et plus - sans rappel;"[80;+]";2046.03;164.8;13.5;49.98;7.24;4.18;1.18;1.18;2.0;2.0;766031.28;2.98;0;0;0;0;3.18;1.18;1.0
2021-10-01;Complet de moins de 3 mois - avec rappel;"[80;+]";40.48;3.66;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;9727.71;0;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-01;Complet de 6 mois et plus - avec rappel;"[80;+]";1134.65;80.99;1.0;10.22;2.0;2.0;0.0;0.0;0.0;0.0;399165.63;0;0;0;NA;NA;2.0;0.0;0.0
2021-10-02;Non-vaccinés;[0,19];10068.75;1857.89;120.64;431.34;6.09;2.8;0.5;0.5;0.0;0.0;11122311.58;5.57;4.06;0;NA;NA;1.42;0.5;0.0
2021-10-02;Complet entre 3 mois et 6 mois - avec rappel;[0,19];0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.47;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-02;Primo dose récente;[20,39];738.95;30.84;4.0;5.78;0.0;0.0;0.0;0.0;0.0;0.0;166078.43;0;0;NA;NA;NA;0.0;0.0;0.0
2021-10-02;Primo dose efficace;[20,39];2446.98;117.89;9.48;29.05;0.04;0.04;0.0;0.0;0.0;0.0;849470.55;6.63;0;0;NA;NA;0.04;0.0;0.0
2021-10-02;Complet entre 3 mois et 6 mois - sans rappel;[20,39];5304.96;565.32;31.38;80.17;3.1;0.47;0.0;0.0;0.0;0.0;3215212.34;5.4;4.78;0;NA;NA;0.47;0.0;0.0
2021-10-02;Complet de moins de 3 mois - avec rappel;[20,39];12.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1473.82;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-02;Primo dose récente;[40,59];452.01;10.01;2.32;3.73;0.0;0.0;1.0;1.0;0.0;0.0;98250.21;0;0;NA;NA;NA;0.0;1.0;0.0
2021-10-02;Complet de moins de 3 mois - avec rappel;[40,59];6.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2634.34;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-02;Complet entre 3 mois et 6 mois - sans rappel;[60,79];15458.26;585.33;55.53;158.62;11.45;8.58;2.58;2.5;4.07;3.78;8569138.35;1.65;0;0;0;0;8.58;1.5;3.78
2021-10-02;Complet de moins de 3 mois - avec rappel;[60,79];34.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8853.27;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-02;Primo dose récente;"[80;+]";88.61;2.45;0.0;0.28;0.33;0.33;0.0;0.0;0.0;0.0;15118.74;0;NA;0;NA;NA;0.33;0.0;0.0
2021-10-02;Complet de moins de 3 mois - sans rappel;"[80;+]";1005.43;50.43;1.0;2.06;4.0;3.0;2.05;2.05;3.43;3.0;423150.42;0;0;0;0;0;3.0;2.05;2.0
2021-10-03;Non-vaccinés;[0,19];2588.14;572.67;41.45;122.63;5.75;2.75;1.5;0.5;0.0;0.0;11108581.47;1.29;0;NA;NA;NA;1.75;0.5;0.0
2021-10-03;Primo dose récente;[0,19];64.03;4.97;1.11;3.84;0.04;0.04;0.0;0.0;0.0;0.0;160873.26;0;0;NA;NA;NA;0.04;0.0;0.0
2021-10-03;Primo dose efficace;[0,19];166.22;10.47;0.06;1.21;0.0;0.0;0.07;0.07;0.0;0.0;428612.21;0;NA;NA;NA;NA;0.0;0.07;0.0
2021-10-03;Complet de moins de 3 mois - sans rappel;[0,19];728.82;137.71;2.38;7.09;0.44;0.44;0.29;0.29;0.0;0.0;4040037.65;0;0;NA;NA;NA;0.44;0.29;0.0
2021-10-03;Complet de 6 mois et plus - sans rappel;[0,19];2.18;1.04;0.0;0.0;0.17;0.17;0.0;0.0;0.0;0.0;1834.44;NA;NA;NA;NA;NA;0.17;0.0;0.0
2021-10-03;Complet entre 3 mois et 6 mois - avec rappel;[0,19];0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.15;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Complet de 6 mois et plus - avec rappel;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.06;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Complet de moins de 3 mois - sans rappel;[20,39];3723.33;316.96;25.55;68.34;1.7;1.7;1.42;0.42;0.09;0.0;9141851.52;2.79;3.39;0;0;NA;0.58;0.42;0.0
2021-10-03;Complet de 6 mois et plus - avec rappel;[20,39];3.19;1.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3922.21;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Primo dose récente;[40,59];102.92;3.07;1.67;2.67;0.5;0.5;0.02;0.02;0.0;0.0;96403.77;0;0;0;NA;NA;0.5;0.02;0.0
2021-10-03;Complet de moins de 3 mois - avec rappel;[40,59];4.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2740.03;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Non-vaccinés;[60,79];974.24;64.93;10.97;38.49;20.87;16.11;15.93;10.67;7.5;6.5;1338612.44;0;0;0;14.99;66.67;16.11;9.67;6.5
2021-10-03;Complet de moins de 3 mois - sans rappel;[60,79];1209.61;69.46;4.56;9.29;3.23;3.11;1.54;1.33;0.0;0.0;2532295.2;21.51;33.33;0;0;NA;3.11;0.33;0.0
2021-10-03;Complet de 6 mois et plus - avec rappel;[60,79];211.97;13.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;296257.22;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Primo dose récente;"[80;+]";43.97;1.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14797.64;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Primo dose efficace;"[80;+]";264.91;18.82;1.0;3.46;1.55;1.5;0.0;0.0;1.0;1.0;200185.67;0;NA;0;NA;0;1.0;0.0;1.0
2021-10-03;Complet de moins de 3 mois - avec rappel;"[80;+]";12.09;0.4;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;10505.09;0;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-03;Complet entre 3 mois et 6 mois - avec rappel;"[80;+]";27.71;3.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19400.52;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-10-04;Non-vaccinés;[0,19];21185.02;3825.74;370.36;936.04;4.02;2.12;0.25;0.25;0.0;0.0;11108116.38;4.47;0.82;0;NA;NA;2.12;0.25;0.0
2021-10-04;Primo dose récente;[0,19];403.09;59.96;7.35;13.13;0.0;0.0;0.0;0.0;0.0;0.0;160385.29;10.56;13.61;NA;NA;NA;0.0;0.0;0.0
2021-10-04;Complet de moins de 3 mois - sans rappel;[0,19];4608.04;1790.87;22.61;65.03;2.04;1.52;0.0;0.0;0.0;0.0;4037520.59;3.71;0.76;0;NA;NA;0.52;0.0;0.0
