date;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif
2021-12-24;Complet entre 3 mois et 6 mois - sans rappel;135312.41;25009.56;29127.46;13252.24;186.72;153.94;30.11;26.79;17.33;13.83;24562509.34
2021-12-24;Complet de 6 mois ou plus - sans rappel;35748.58;6069.64;6511.6;2725.71;142.55;123.62;34.89;33.12;27.12;23.49;5510424.67
2021-12-25;Primo dose récente;336.75;50.14;43.35;18.97;6.96;6.96;1.67;0.4;0.12;0.12;303236.15
2021-12-25;Complet de moins de 3 mois - sans rappel;2921.44;347.41;337.21;123.81;46.64;34.63;10.35;9.8;5.0;5.0;3465861.32
2021-12-25;Complet - avec rappel de moins de 3 mois;14297.66;1587.27;1108.64;372.35;98.73;78.44;17.39;14.78;19.7;16.56;17315417.91
2021-12-25;Complet - avec rappel entre 3 mois et 6 mois;986.3;102.18;51.51;10.14;20.88;16.48;0.82;0.0;1.14;1.0;791843.54
2021-12-25;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-26;Non-vaccinés;14667.01;3066.9;3717.31;1480.06;456.78;356.62;147.91;127.7;89.39;72.91;15119089.92
2021-12-26;Primo dose récente;440.05;77.35;96.94;38.75;6.24;6.13;2.02;2.0;2.0;2.0;283512.71
2021-12-26;Complet de 6 mois ou plus - sans rappel;7985.95;1600.69;1849.62;835.5;121.3;98.06;26.52;23.76;39.49;32.32;5262013.71
2021-12-26;Complet - avec rappel entre 3 mois et 6 mois;1353.08;146.28;93.41;24.81;11.15;8.63;3.33;2.08;1.88;1.04;806878.49
2021-12-27;Primo dose efficace;6762.21;1526.58;1625.31;810.87;32.31;25.09;8.48;3.85;4.81;4.72;1148406.25
2021-12-27;Complet de moins de 3 mois - sans rappel;23650.99;5525.07;6081.79;2961.07;56.44;47.45;9.71;8.67;6.66;6.33;3365069.84
2021-12-27;Complet - avec rappel de moins de 3 mois;141884.76;26408.2;20879.47;8595.37;189.48;137.67;26.5;19.04;21.46;12.76;18008257.71
2021-12-27;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-28;Primo dose récente;2194.35;657.39;841.87;448.53;12.16;12.04;5.66;5.26;0.04;0.0;289111.83
2021-12-28;Complet de 6 mois ou plus - sans rappel;48821.61;14035.23;15988.46;8016.68;189.49;161.05;27.32;24.55;42.52;32.82;5187060.84
2021-12-28;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-29;Non-vaccinés;91848.25;28047.77;35311.56;16685.33;709.92;566.8;169.68;141.02;93.17;75.58;15052722.86
2021-12-29;Primo dose efficace;6576.4;1631.57;1581.17;810.85;28.84;19.92;4.55;3.41;2.65;2.5;1114017.31
2021-12-29;Complet - avec rappel de moins de 3 mois;164073.14;34782.69;28194.5;12013.13;221.52;180.04;31.58;27.91;21.7;18.62;19327532.83
2021-12-29;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-30;Primo dose efficace;6747.9;1614.02;1641.93;758.77;33.62;18.3;3.21;2.05;7.47;7.47;1100418.71
2021-12-30;Complet entre 3 mois et 6 mois - sans rappel;219323.94;62494.4;73205.95;36778.78;301.08;253.0;44.07;40.28;20.52;17.34;21993542.13
2021-12-30;Complet - avec rappel de moins de 3 mois;207299.61;41312.01;32748.38;13822.71;225.26;172.7;46.43;39.95;21.39;17.87;19918008.34
2021-12-30;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.55
2021-12-31;Non-vaccinés;83090.61;21301.09;28982.73;12980.0;585.6;455.32;154.21;124.42;101.01;77.08;14982062.76
2021-12-31;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.55
2022-01-01;Non-vaccinés;11691.73;2477.47;3280.59;1195.2;483.02;386.69;123.64;106.08;99.81;80.42;14972224.65
2022-01-01;Primo dose récente;363.93;61.32;82.08;27.41;6.81;5.44;3.61;3.5;1.33;1.33;300654.7
2022-01-01;Primo dose efficace;998.99;149.13;196.47;66.88;36.76;28.51;4.22;2.22;8.94;8.94;1105734.98
2022-01-01;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.44
2022-01-02;Primo dose récente;543.08;113.28;141.64;67.91;3.08;2.73;1.19;1.19;1.03;1.0;282617.37
2022-01-02;Primo dose efficace;1543.67;244.57;303.42;118.61;37.03;30.24;6.56;5.56;4.99;4.94;1123199.23
2022-01-02;Complet entre 3 mois et 6 mois - sans rappel;33657.88;8951.17;11361.49;5501.52;220.37;168.13;39.48;35.62;17.48;15.4;21186671.6
2022-01-02;Complet de 6 mois ou plus - sans rappel;11020.64;2695.17;3381.95;1567.68;122.0;99.49;24.56;20.06;35.38;32.13;5454753.69
2022-01-03;Non-vaccinés;131867.78;39891.06;54560.47;25533.02;864.72;670.52;190.01;167.32;88.77;79.77;14968598.06
2022-01-03;Primo dose récente;2688.89;817.1;1002.67;563.57;12.18;11.48;2.78;2.67;1.25;1.25;280843.67
2022-01-03;Complet entre 3 mois et 6 mois - sans rappel;245792.75;86227.6;103281.17;55857.07;371.15;301.77;45.66;33.43;24.79;23.97;21081602.11
2022-01-04;Primo dose efficace;7975.72;2235.69;2290.23;1137.98;42.75;35.12;3.27;3.27;9.06;7.79;1119260.01
2022-01-04;Complet - avec rappel de moins de 3 mois;182702.44;40912.89;35203.57;15286.3;283.4;214.92;42.79;28.35;30.64;22.57;20929094.51
2022-01-04;Complet - avec rappel entre 3 mois et 6 mois;18285.05;1883.46;2094.21;581.71;54.53;46.94;3.52;3.52;10.85;10.33;1130900.97
2022-01-05;Non-vaccinés;125012.5;31778.21;40129.46;17704.49;814.44;630.7;205.71;169.4;102.3;83.73;14901568.49
2022-01-05;Complet entre 3 mois et 6 mois - sans rappel;200701.32;66443.56;72362.11;37328.15;334.24;276.83;62.7;44.32;20.3;15.34;20104149.64
2022-01-05;Complet - avec rappel entre 3 mois et 6 mois;18343.28;1839.94;1974.36;584.09;43.68;37.25;4.62;4.62;4.85;4.35;1189151.49
2022-01-05;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.07
2022-01-06;Complet de 6 mois ou plus - sans rappel;52508.79;15067.78;16678.12;7835.06;235.76;179.04;41.37;33.53;34.05;21.4;5496940.88
2022-01-07;Non-vaccinés;135838.69;28829.69;37763.78;15333.26;764.719999999999;579.22;188.43;153.69;102.55;84.5;14803300.14
2022-01-07;Primo dose récente;2257.08;456.28;536.42;247.83;17.56;15.36;2.02;1.36;1.77;1.77;312440.31
2022-01-07;Complet entre 3 mois et 6 mois - sans rappel;173477.49;51295.0;57327.5099999999;26680.17;334.1;261.15;59.63;42.93;27.48;18.31;19189267.69
2022-01-07;Complet - avec rappel entre 3 mois et 6 mois;14310.56;1485.44;1695.37;478.42;77.44;60.29;1.98;1.98;5.69;4.31;1313212.62
2022-01-07;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.39
2022-01-08;Complet de moins de 3 mois - sans rappel;11311.58;2193.14;2619.49;979.63;66.04;58.68;7.18;4.06;1.5;1.47;2721116.84
2022-01-09;Non-vaccinés;18998.33;3547.79;5607.9;1881.93;613.54;460.45;135.43;105.2;87.43;73.13;14712703.89
2022-01-09;Complet de moins de 3 mois - sans rappel;3268.56;599.72;779.2;257.78;59.87;50.26;7.75;7.22;2.66;2.58;2656519.57
2022-01-10;Non-vaccinés;161763.09;34140.14;48758.7;19506.13;832.59;622.39;175.11;144.26;94.8;81.45;14699077.02
2022-01-10;Primo dose récente;3710.93;749.98;956.86;456.4;21.16;11.3;1.07;1.07;2.0;2.0;406216.84
2022-01-10;Primo dose efficace;8023.3;1744.99;1993.14;900.11;50.77;38.51;12.57;12.02;9.01;6.75;1117446.54
2022-01-10;Complet - avec rappel entre 3 mois et 6 mois;21343.66;1785.2;2716.18;657.78;111.32;81.26;11.88;11.78;9.17;7.52;1422518.44
2022-01-11;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.29
2022-01-12;Primo dose récente;3023.06;743.17;983.8;455.46;14.92;11.52;0.0;0.0;0.0;0.0;413856.7
2022-01-12;Complet entre 3 mois et 6 mois - sans rappel;134454.48;41891.82;48746.71;23992.31;370.93;288.04;49.48;39.7;24.37;18.65;17527746.87
2022-01-12;Complet de 6 mois ou plus - sans rappel;46831.41;13078.61;15812.52;7463.87;275.22;218.24;38.78;31.46;30.09;26.01;6024893.25
2022-01-13;Complet de 6 mois ou plus - sans rappel;42249.05;12267.89;14773.86;6990.76;236.35;198.57;34.81;29.24;36.56;29.17;5833565.38
2022-01-13;Complet - avec rappel entre 3 mois et 6 mois;15862.5;1548.48;2125.36;515.07;112.24;81.77;12.31;10.55;8.71;7.37;1624193.83
2022-01-14;Complet - avec rappel de 6 mois ou plus;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.43
2022-01-15;Complet de 6 mois ou plus - sans rappel;22876.47;5804.2;8091.22;3498.66;185.79;136.26;24.89;16.6;41.06;35.81;5723716.7
2022-01-16;Non-vaccinés;17015.52;4114.28;6679.37;2467.49;612.85;421.17;105.04;85.68;77.14;59.88;14457434.7
2022-01-16;Primo dose récente;689.82;148.07;279.01;108.6;14.35;9.5;2.0;2.0;0.0;0.0;483176.82
2022-01-16;Complet de moins de 3 mois - sans rappel;3208.03;644.32;863.38;326.02;67.85;56.34;6.62;3.25;6.94;6.15;2518323.73
2022-01-16;Complet - avec rappel entre 3 mois et 6 mois;2508.17;349.61;370.93;120.45;89.99;67.44;7.61;6.07;13.33;10.15;1820971.08
2022-01-16;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.26
2022-01-17;Complet de moins de 3 mois - sans rappel;21401.69;5565.03;7071.08;3288.26;101.46;76.15;16.68;12.57;9.45;7.63;2521597.62
2022-01-17;Complet entre 3 mois et 6 mois - sans rappel;142396.87;50790.56;65384.27;34274.71;478.3;372.23;53.93;43.74;36.19;23.68;15358775.42
2022-01-17;Complet - avec rappel de 6 mois ou plus;2.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.43
2022-01-18;Non-vaccinés;113138.38;36600.22;48179.44;22681.91;825.34;627.04;134.06;109.31;95.99;75.76;14425706.66
2022-01-18;Primo dose récente;4038.19;1261.62;1731.31;880.43;25.58;20.35;0.74;0.07;1.07;1.07;479043.78
2022-01-18;Complet entre 3 mois et 6 mois - sans rappel;118431.43;43209.57;52435.36;27783.3;471.55;360.9;55.31;44.54;26.13;18.85;14886746.05
2022-01-18;Complet de 6 mois ou plus - sans rappel;45208.78;14347.63;18138.7;9001.05;281.23;224.6;38.83;31.3;36.07;25.14;5709019.87
2022-01-18;Complet - avec rappel de 6 mois ou plus;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.37
2022-01-19;Non-vaccinés;109270.94;34765.39;45434.91;20915.38;828.04;618.93;120.37;88.24;103.23;87.04;14399833.74
2022-01-19;Primo dose récente;3988.37;1233.52;1709.98;836.33;33.43;26.02;0.37;0.02;1.41;1.41;466169.28
2022-01-19;Complet - avec rappel de moins de 3 mois;172027.35;39076.97;39520.98;17686.92;489.72;385.23;57.01;42.8;40.21;32.14;27124826.26
2022-01-20;Non-vaccinés;100546.14;34259.86;43471.26;20955.42;837.94;616.74;115.26;88.7;101.99;72.87;14359104.63
2022-01-20;Primo dose récente;3475.41;1203.94;1502.63;774.93;20.59;17.19;6.51;5.08;0.03;0.03;449401.55
2022-01-20;Primo dose efficace;5960.89;1775.3;2069.26;1024.51;59.57;39.17;7.45;3.8;8.73;7.23;1011957.04
2022-01-20;Complet de moins de 3 mois - sans rappel;16525.71;4801.19;5459.71;2670.34;111.22;97.98;11.16;11.02;6.97;4.87;2489809.01
2022-01-20;Complet entre 3 mois et 6 mois - sans rappel;103457.75;39234.96;45296.65;24759.19;393.96;304.19;36.51;28.85;31.54;26.63;13903111.27
2022-01-20;Complet de 6 mois ou plus - sans rappel;41117.6;13732.85;16464.92;8388.0;235.92;195.1;34.57;29.48;43.43;34.7;5683610.92
2022-01-20;Complet - avec rappel de moins de 3 mois;166296.19;40799.27;39461.05;18514.96;547.67;429.88;55.27;41.5;38.56;31.95;27536194.25
2022-01-20;Complet - avec rappel entre 3 mois et 6 mois;18695.16;1913.57;3194.48;834.76;171.92;130.54;21.16;15.5;16.71;13.72;2063020.34
2022-01-21;Complet - avec rappel de moins de 3 mois;170905.41;40392.23;41359.77;18517.99;526.29;403.72;64.01;49.68;42.56;23.82;27997668.62
2022-01-21;Complet - avec rappel entre 3 mois et 6 mois;15877.22;2115.3;2852.8;905.65;161.55;124.86;8.85;5.6;18.52;15.19;2146303.96
2022-01-22;Primo dose efficace;3386.04;860.04;1190.4;532.25;56.87;49.66;6.0;6.0;12.7;9.2;1014381.87
2022-01-23;Complet de moins de 3 mois - sans rappel;3113.77;702.12;906.99;370.46;68.92;52.67;6.3;6.16;13.67;13.49;2438833.68
2022-01-24;Non-vaccinés;132661.71;46314.21;63485.35;30832.96;877.88;660.21;137.38;97.62;113.68;93.23;14281830.24
2022-01-24;Complet de moins de 3 mois - sans rappel;21279.52;6169.06;7772.25;3795.41;113.07;92.34;10.11;7.57;10.12;7.87;2441340.4
2022-01-25;Primo dose efficace;6871.03;2100.07;2558.31;1311.24;66.13;53.57;11.92;7.62;9.45;8.29;1033635.06
2022-01-25;Complet de moins de 3 mois - sans rappel;16925.25;5089.78;5789.7;2901.44;132.58;103.48;12.2;10.21;10.09;8.6;2427963.53
2022-01-25;Complet de 6 mois ou plus - sans rappel;39713.83;13718.24;16485.29;8552.66;314.57;262.45;42.07;37.61;43.86;38.52;5610941.24
2022-01-25;Complet - avec rappel de moins de 3 mois;180015.0;44439.77;45554.89;21378.9;610.5;470.89;55.72;48.64;47.81;31.0;29231200.26
2022-01-25;Complet - avec rappel entre 3 mois et 6 mois;23692.66;2490.59;4322.78;1235.99;208.79;167.96;25.0;21.04;28.56;22.97;2382818.29
2022-01-26;Primo dose récente;2861.93;987.71;1273.33;672.56;20.27;15.51;3.3;3.22;3.25;1.08;347552.42
2022-01-26;Complet - avec rappel de 6 mois ou plus;2.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.06
2022-01-27;Primo dose efficace;5928.49;1879.32;2279.97;1122.42;61.35;50.78;7.7;4.43;7.12;6.8;1051021.64
2022-01-27;Complet de moins de 3 mois - sans rappel;14801.45;4529.5;4976.66;2476.2;131.09;103.49;18.82;15.0;15.1;11.61;2412165.25
2022-01-28;Complet entre 3 mois et 6 mois - sans rappel;70803.48;27588.04;32224.4;17273.9;306.73;231.42;28.9;27.13;28.52;25.25;11219489.63
2022-01-28;Complet de 6 mois ou plus - sans rappel;32405.37;11243.82;13069.31;6737.47;267.18;209.57;34.98;30.66;40.27;29.7;5645811.24
2022-01-28;Complet - avec rappel entre 3 mois et 6 mois;17732.55;2704.09;3823.74;1308.69;260.38;201.12;22.51;15.67;22.03;16.71;2668868.58
2022-01-29;Complet de moins de 3 mois - sans rappel;8589.72;1990.95;2577.26;1135.16;80.44;54.32;14.71;8.08;8.31;6.22;2386180.08
2022-01-29;Complet de 6 mois ou plus - sans rappel;19650.08;5695.97;7386.27;3503.33;157.63;126.65;35.81;28.31;44.17;36.53;5632007.12
2022-01-29;Complet - avec rappel entre 3 mois et 6 mois;9597.46;1362.34;1882.35;722.21;174.98;132.86;22.25;20.21;29.72;19.11;2787532.33
2022-01-30;Non-vaccinés;14471.65;3825.02;5723.59;2248.83;536.97;395.62;89.72;72.79;89.97;71.47;14174563.78
2022-01-30;Primo dose efficace;1243.91;294.91;446.44;173.56;45.44;32.97;4.44;4.29;6.52;5.51;1063032.36
2022-01-30;Complet - avec rappel de moins de 3 mois;30912.13;6623.94;7915.21;3430.05;412.93;315.89;53.54;47.16;49.86;36.66;30476645.7
2022-01-31;Non-vaccinés;106179.2;37647.56;48713.97;24159.45;740.92;570.38;129.95;102.54;94.47;76.54;14171909.02
2022-01-31;Complet de moins de 3 mois - sans rappel;18261.19;5261.43;6477.32;3194.5;113.62;90.24;26.66;18.78;11.85;5.76;2377979.25
2022-01-31;Complet entre 3 mois et 6 mois - sans rappel;83618.73;32855.68;40914.74;22702.88;320.51;251.98;18.43;13.4;28.67;25.2;10613261.33
2022-02-01;Complet de moins de 3 mois - sans rappel;14217.65;4123.05;4557.0;2250.71;115.38;91.61;20.14;15.33;11.17;9.08;2394883.78
2022-02-01;Complet - avec rappel entre 3 mois et 6 mois;23469.18;3024.73;5051.1;1497.41;255.43;191.04;14.84;11.86;42.39;29.27;2844045.35
2022-02-02;Primo dose récente;1623.74;541.72;658.88;360.43;10.24;6.08;1.02;1.02;1.0;1.0;234709.28
2022-02-02;Complet entre 3 mois et 6 mois - sans rappel;56362.46;21668.15;23806.61;13328.46;294.69;215.32;35.29;27.47;24.84;16.67;10097129.58
2022-02-02;Complet de 6 mois ou plus - sans rappel;29527.88;9575.84999999999;10530.51;5481.15;240.79;185.81;35.11;30.46;38.48;29.38;5695614.14
2022-02-03;Primo dose récente;1082.38;364.56;450.66;250.18;9.1;6.52;0.0;0.0;0.5;0.5;214201.52
2022-02-03;Primo dose efficace;4792.88;1470.31;1703.53;858.44;57.82;42.07;5.33;4.33;13.26;7.6;1052191.15
2022-02-03;Complet de 6 mois ou plus - sans rappel;25553.6;8471.57;8923.2;4681.03;176.35;143.82;34.57;28.17;36.4;28.11;5718828.31
2022-02-04;Primo dose récente;1109.0;330.45;398.71;215.98;13.24;11.41;0.18;0.18;1.18;1.18;203639.39
2022-02-04;Complet de moins de 3 mois - sans rappel;11749.96;3277.08;3447.3;1659.08;93.24;72.21;15.89;9.4;12.68;5.11;2363513.6
2022-02-04;Complet entre 3 mois et 6 mois - sans rappel;44904.86;16309.19;18016.89;9586.0;239.54;181.41;19.32;16.86;27.11;23.89;9664200.6
2022-02-04;Complet - avec rappel entre 3 mois et 6 mois;17207.37;2841.03;3799.43;1363.42;246.13;184.01;25.76;19.01;34.02;25.96;3168773.91
2022-02-05;Complet entre 3 mois et 6 mois - sans rappel;27071.66;7774.82;9825.47;4796.22;157.67;118.84;26.36;24.87;30.07;23.01;9380954.97
2022-02-05;Complet - avec rappel entre 3 mois et 6 mois;10288.75;1390.12;1852.55;679.94;194.1;148.89;15.09;14.3;36.95;24.23;3313498.51
2022-02-05;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.74
2022-02-06;Primo dose récente;238.52;43.58;53.07;21.26;4.78;1.14;0.46;0.46;2.0;2.0;178417.03
2022-02-06;Complet entre 3 mois et 6 mois - sans rappel;7880.16;1898.95;2585.09;1156.46;146.17;108.2;20.48;17.59;28.48;20.59;9206397.08
2022-02-07;Complet - avec rappel entre 3 mois et 6 mois;29819.32;3668.57;6169.84;2065.7;251.28;201.64;25.44;17.99;44.48;28.21;3383572.7
2022-02-07;Complet - avec rappel de 6 mois ou plus;2.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.68
2022-02-08;Complet - avec rappel de moins de 3 mois;125849.91;29022.45;28943.08;13970.85;546.29;439.45;72.54;55.54;54.07;39.73;31580142.25
2022-02-08;Complet - avec rappel entre 3 mois et 6 mois;22173.2;2826.04;4343.08;1314.78;249.78;198.05;32.23;21.9;27.9;20.1;3513140.48
2022-02-09;Primo dose récente;770.61;170.83;225.34;116.54;2.72;2.72;0.0;0.0;0.03;0.03;161344.83
2022-02-09;Complet entre 3 mois et 6 mois - sans rappel;32119.78;10453.73;11164.99;6034.53;192.47;154.06;34.17;25.37;24.67;18.64;8705766.19
2022-02-09;Complet de 6 mois ou plus - sans rappel;21620.01;5809.99;6022.81;3010.11;168.39;122.63;23.72;18.04;40.24;31.2;5933338.35
2022-02-09;Complet - avec rappel entre 3 mois et 6 mois;19967.49;2538.44;3850.58;1270.76;278.24;206.64;18.34;10.73;34.61;25.0;3678899.73
2022-02-09;Complet - avec rappel de 6 mois ou plus;1.15;1.15;1.15;1.15;0.0;0.0;0.0;0.0;0.0;0.0;51.82
2022-02-10;Primo dose efficace;3053.13;736.28;901.45;430.54;59.16;38.98;6.33;6.33;2.75;2.08;981650.89
2022-02-11;Non-vaccinés;38876.86;11456.3;12214.15;6034.41;450.16;354.82;74.64;59.89;78.51;65.78;14067788.22
2022-02-11;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.58
2022-02-12;Primo dose efficace;1970.3;367.53;434.89;198.26;19.18;13.64;1.3;1.3;4.81;4.11;956404.63
2022-02-12;Complet de 6 mois ou plus - sans rappel;13244.88;2493.61;2775.84;1243.72;109.22;79.94;19.2;14.58;39.16;31.78;6115473.86
2022-02-12;Complet - avec rappel de moins de 3 mois;76228.35;12059.16;13817.2;5981.3;280.95;211.61;40.8;28.59;39.95;28.3;31860669.57
2022-02-13;Primo dose efficace;699.53;115.68;161.6;60.34;28.22;17.78;1.41;1.41;12.76;10.35;941764.740000001
2022-02-13;Complet de moins de 3 mois - sans rappel;2247.2;347.23;367.05;148.93;32.34;26.6;7.3;6.0;10.51;10.26;2320370.48
2022-02-13;Complet de 6 mois ou plus - sans rappel;4614.23;720.17;919.1;347.12;93.13;70.5;14.12;10.37;38.26;31.41;6143329.19
2022-02-14;Primo dose récente;583.9;121.78;180.07;92.55;6.8;3.22;0.01;0.01;3.0;2.0;120470.47
2022-02-14;Complet de moins de 3 mois - sans rappel;10627.61;2350.74;2555.03;1278.43;63.9;49.6;5.45;5.41;9.59;9.15;2323556.5
2022-02-14;Complet entre 3 mois et 6 mois - sans rappel;29760.36;8698.47;9549.43000000001;5178.24;163.24;118.19;25.87;17.85;16.76;8.96;7770095.71
2022-02-14;Complet - avec rappel de moins de 3 mois;130502.25;28520.95;29631.38;15036.08;427.59;336.88;60.17;46.6;34.82;26.16;31978203.7
2022-02-14;Complet - avec rappel entre 3 mois et 6 mois;27262.49;3288.92;5016.87;1716.72;245.33;194.87;21.73;17.07;39.85;31.59;4165096.42
2022-02-15;Non-vaccinés;34305.61;9273.6;9743.84;4790.43;434.14;345.28;61.69;51.39;96.99;66.06;14047579.18
2022-02-15;Primo dose efficace;2617.12;541.11;620.95;274.85;24.94;18.82;3.83;3.83;7.26;2.18;926424.28
2022-02-15;Complet entre 3 mois et 6 mois - sans rappel;20662.83;5447.76;5805.87;2964.33;143.09;112.96;15.42;12.34;17.34;11.25;7525867.44
2022-02-16;Non-vaccinés;32832.95;8450.01;9038.39;4516.35;418.42;309.92;65.48;52.48;72.68;54.01;14042649.11
2022-02-16;Complet de moins de 3 mois - sans rappel;7640.91;1548.33;1626.49;778.22;45.62;36.53;3.31;2.05;4.78;2.72;2301002.71
2022-02-17;Non-vaccinés;28512.95;7547.55;7687.92;3893.6;366.49;270.15;58.07;44.9;78.95;54.99;14035319.2
2022-02-17;Complet de 6 mois ou plus - sans rappel;15295.48;3123.33;3083.44;1470.09;117.32;90.49;19.44;14.62;30.79;23.06;6431824.71
2022-02-17;Complet - avec rappel de moins de 3 mois;81994.73;18007.53;16344.04;8135.5;380.0;289.16;52.0;36.79;50.71;41.83;31962111.63
2022-02-17;Complet - avec rappel de 6 mois ou plus;1.13;0.0;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.32
2022-02-18;Primo dose récente;325.04;67.79;74.61;42.64;5.8;4.52;1.02;1.02;0.0;0.0;96720.18
2022-02-18;Complet de moins de 3 mois - sans rappel;7207.76;1324.61;1367.72;641.85;49.98;38.85;7.18;6.68;10.96;9.93;2278417.06
2022-02-18;Complet entre 3 mois et 6 mois - sans rappel;16275.71;3860.1;3912.24;1915.45;111.36;86.49;12.34;7.82;19.33;15.39;6801914.63
2022-02-19;Primo dose efficace;1462.35;218.83;233.76;103.03;11.9;10.06;0.0;0.0;3.85;3.17;878174.120000001
2022-02-19;Complet entre 3 mois et 6 mois - sans rappel;11692.4;1939.7;2299.09;1040.27;68.94;46.65;10.92;8.75;23.44;17.71;6528373.33
2022-02-19;Complet - avec rappel entre 3 mois et 6 mois;13568.33;1494.42;1811.15;677.02;163.98;117.14;14.29;11.18;31.09;25.27;5202809.98
2022-02-20;Non-vaccinés;7922.07;1339.43;1415.28;523.78;219.86;167.43;42.31;33.43;69.05;45.7;14023512.58
2022-02-20;Complet de moins de 3 mois - sans rappel;2026.96;251.84;232.82;84.12;31.29;22.73;5.82;4.77;2.88;2.01;2246788.98
2022-02-20;Complet entre 3 mois et 6 mois - sans rappel;3798.98;561.32;676.6;265.03;55.58;38.6;8.14;6.67;9.42;4.9;6359586.6
2022-02-20;Complet de 6 mois ou plus - sans rappel;4433.77;617.76;642.65;232.14;62.3;52.61;8.1;4.12;19.99;16.01;6641432.07
2022-02-21;Primo dose efficace;2498.15;476.89;504.35;263.34;30.9;24.06;1.08;1.08;13.17;11.19;864336.459999999
2022-02-21;Complet - avec rappel entre 3 mois et 6 mois;28031.77;3339.16;4713.79;1705.75;210.83;147.67;22.22;20.35;37.27;23.16;5319140.93
2022-02-22;Non-vaccinés;27986.01;6468.26;6197.11;3101.53;323.67;245.51;37.72;31.14;44.95;33.6;14022097.32
2022-02-22;Complet de moins de 3 mois - sans rappel;6657.23;1209.32;1134.86;546.95;37.6;31.03;2.14;2.14;8.68;8.62;2239539.53
2022-02-22;Complet entre 3 mois et 6 mois - sans rappel;13425.52;2884.0;2783.4;1363.19;82.76;67.32;7.62;7.5;14.54;13.33;6042646.71
2022-02-22;Complet - avec rappel de moins de 3 mois;85660.17;16365.25;14422.68;6954.47;296.46;244.9;36.86;29.9;44.55;35.38;31974605.71
2022-02-22;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.15
2022-02-23;Primo dose récente;279.92;46.43;53.28;28.37;5.96;4.94;0.0;0.0;1.0;1.0;72718.51
2022-02-23;Primo dose efficace;1816.95;340.97;353.9;158.03;17.2;12.16;1.14;1.14;5.49;2.46;850616.96
2022-02-23;Complet de moins de 3 mois - sans rappel;6270.28;1174.25;1116.08;544.57;38.19;27.35;5.61;5.61;4.31;4.26;2224146.07
2022-02-23;Complet entre 3 mois et 6 mois - sans rappel;12337.28;2665.23;2665.91;1331.2;77.57;55.96;8.33;6.18;12.8;8.88;5793349.65
2022-02-23;Complet - avec rappel de moins de 3 mois;81736.13;16397.9;14152.91;7279.92;294.0;235.56;43.04;35.82;37.5;29.37;31899900.11
2022-02-23;Complet - avec rappel entre 3 mois et 6 mois;19872.95;2479.83;3022.47;1035.65;242.28;190.36;19.63;17.18;42.45;28.85;5751650.29
2022-02-24;Complet - avec rappel entre 3 mois et 6 mois;16626.62;2528.29;3005.22;1182.09;227.52;168.69;20.93;20.48;24.24;15.99;5989687.97
2022-02-24;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.12
