reg;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
06;2021-09-29;1344;1033;3;119688;81598;94;42.8;29.2;0.0
06;2021-09-30;987;683;7;120675;82281;101;43.2;29.4;0.0
06;2021-10-01;1292;1351;5;121967;83632;106;43.6;29.9;0.0
06;2021-10-02;472;638;0;122439;84270;106;43.8;30.2;0.0
06;2021-10-03;3;8;0;122442;84278;106;43.8;30.2;0.0
06;2021-10-04;755;613;6;123197;84891;112;44.1;30.4;0.0
06;2021-10-05;812;935;2;124009;85826;114;44.4;30.7;0.0
06;2021-10-06;1210;1374;7;125219;87200;121;44.8;31.2;0.0
06;2021-10-07;788;1096;11;126007;88296;132;45.1;31.6;0.0
06;2021-10-08;1259;1389;4;127266;89685;136;45.5;32.1;0.0
06;2021-10-09;495;858;2;127761;90543;138;45.7;32.4;0.0
06;2021-10-10;7;4;0;127768;90547;138;45.7;32.4;0.0
06;2021-10-11;1082;732;2;128850;91279;140;46.1;32.7;0.1
06;2021-10-12;1349;1455;4;130199;92734;144;46.6;33.2;0.1
06;2021-10-13;1497;1708;10;131696;94442;154;47.1;33.8;0.1
06;2021-10-14;1274;1349;11;132970;95791;165;47.6;34.3;0.1
06;2021-10-15;1072;1144;11;134042;96935;176;48.0;34.7;0.1
06;2021-10-16;423;583;4;134465;97518;180;48.1;34.9;0.1
06;2021-10-17;2;1;0;134467;97519;180;48.1;34.9;0.1
06;2021-10-18;694;624;10;135161;98143;190;48.4;35.1;0.1
06;2021-10-19;142;161;2;135303;98304;192;48.4;35.2;0.1
06;2021-10-20;1037;1562;8;136340;99866;200;48.8;35.7;0.1
06;2021-10-21;710;1041;21;137050;100907;221;49.0;36.1;0.1
06;2021-10-22;1017;1385;12;138067;102292;233;49.4;36.6;0.1
06;2021-10-23;323;463;1;138390;102755;234;49.5;36.8;0.1
06;2021-10-24;3;2;0;138393;102757;234;49.5;36.8;0.1
06;2021-10-25;615;817;8;139008;103574;242;49.7;37.1;0.1
06;2021-10-26;534;999;21;139542;104573;263;49.9;37.4;0.1
06;2021-10-27;816;1439;11;140358;106012;274;50.2;37.9;0.1
06;2021-10-28;528;707;19;140886;106719;293;50.4;38.2;0.1
06;2021-10-29;491;966;20;141377;107685;313;50.6;38.5;0.1
06;2021-10-30;201;392;9;141578;108077;322;50.7;38.7;0.1
06;2021-10-31;0;2;0;141578;108079;322;50.7;38.7;0.1
06;2021-11-01;91;155;0;141669;108234;322;50.7;38.7;0.1
06;2021-11-02;551;1151;16;142220;109385;338;50.9;39.1;0.1
06;2021-11-03;608;1301;21;142828;110686;359;51.1;39.6;0.1
06;2021-11-04;462;963;16;143290;111649;375;51.3;40.0;0.1
06;2021-11-05;434;1017;25;143724;112666;400;51.4;40.3;0.1
06;2021-11-06;162;488;17;143886;113154;417;51.5;40.5;0.1
06;2021-11-07;2;2;1;143888;113156;418;51.5;40.5;0.1
06;2021-11-08;360;665;14;144248;113821;432;51.6;40.7;0.2
06;2021-11-09;379;605;27;144627;114426;459;51.8;40.9;0.2
06;2021-11-10;382;962;36;145009;115388;495;51.9;41.3;0.2
06;2021-11-11;24;73;0;145033;115461;495;51.9;41.3;0.2
06;2021-11-12;408;850;51;145441;116311;546;52.0;41.6;0.2
06;2021-11-13;134;241;12;145575;116552;558;52.1;41.7;0.2
06;2021-11-14;0;2;0;145575;116554;558;52.1;41.7;0.2
06;2021-11-15;359;632;31;145934;117186;589;52.2;41.9;0.2
06;2021-11-16;360;554;44;146294;117740;633;52.3;42.1;0.2
06;2021-11-17;339;360;36;146633;118100;669;52.5;42.3;0.2
06;2021-11-18;283;679;39;146916;118779;708;52.6;42.5;0.3
06;2021-11-19;392;953;63;147308;119732;771;52.7;42.8;0.3
06;2021-11-20;128;275;29;147436;120007;800;52.8;42.9;0.3
06;2021-11-21;0;12;1;147436;120019;801;52.8;42.9;0.3
06;2021-11-22;196;342;27;147632;120361;828;52.8;43.1;0.3
06;2021-11-23;349;514;52;147981;120875;880;53.0;43.3;0.3
06;2021-11-24;245;633;83;148226;121508;963;53.0;43.5;0.3
06;2021-11-25;292;432;83;148518;121940;1046;53.1;43.6;0.4
06;2021-11-26;338;686;312;148856;122626;1358;53.3;43.9;0.5
06;2021-11-27;128;237;294;148984;122863;1652;53.3;44.0;0.6
06;2021-11-28;2;1;8;148986;122864;1660;53.3;44.0;0.6
06;2021-11-29;161;249;280;149147;123113;1940;53.4;44.1;0.7
06;2021-11-30;228;334;538;149375;123447;2478;53.4;44.2;0.9
06;2021-12-01;203;299;577;149578;123746;3055;53.5;44.3;1.1
06;2021-12-02;212;325;659;149790;124071;3714;53.6;44.4;1.3
06;2021-12-03;236;395;560;150026;124466;4274;53.7;44.5;1.5
06;2021-12-04;114;205;310;150140;124671;4584;53.7;44.6;1.6
06;2021-12-05;2;6;9;150142;124677;4593;53.7;44.6;1.6
06;2021-12-06;117;147;201;150259;124824;4794;53.8;44.7;1.7
06;2021-12-07;132;252;346;150391;125076;5140;53.8;44.8;1.8
06;2021-12-08;170;233;375;150561;125309;5515;53.9;44.8;2.0
06;2021-12-09;176;314;364;150737;125623;5879;53.9;45.0;2.1
06;2021-12-10;189;290;387;150926;125913;6266;54.0;45.1;2.2
06;2021-12-11;122;147;213;151048;126060;6479;54.0;45.1;2.3
06;2021-12-12;0;2;6;151048;126062;6485;54.0;45.1;2.3
06;2021-12-13;145;215;214;151193;126277;6699;54.1;45.2;2.4
06;2021-12-14;204;357;356;151397;126634;7055;54.2;45.3;2.5
06;2021-12-15;157;229;337;151554;126863;7392;54.2;45.4;2.6
06;2021-12-16;170;294;286;151724;127157;7678;54.3;45.5;2.7
06;2021-12-17;138;231;301;151862;127388;7979;54.3;45.6;2.9
06;2021-12-18;45;80;152;151907;127468;8131;54.4;45.6;2.9
06;2021-12-19;2;2;28;151909;127470;8159;54.4;45.6;2.9
06;2021-12-20;86;129;141;151995;127599;8300;54.4;45.7;3.0
06;2021-12-21;189;246;356;152184;127845;8656;54.5;45.7;3.1
06;2021-12-22;169;242;340;152353;128087;8996;54.5;45.8;3.2
06;2021-12-23;151;222;335;152504;128309;9331;54.6;45.9;3.3
06;2021-12-24;133;203;260;152637;128512;9591;54.6;46.0;3.4
06;2021-12-25;0;1;0;152637;128513;9591;54.6;46.0;3.4
06;2021-12-26;2;1;3;152639;128514;9594;54.6;46.0;3.4
06;2021-12-27;98;136;205;152737;128650;9799;54.7;46.0;3.5
06;2021-12-28;175;235;428;152912;128885;10227;54.7;46.1;3.7
06;2021-12-29;148;232;430;153060;129117;10657;54.8;46.2;3.8
06;2021-12-30;175;194;515;153235;129311;11172;54.8;46.3;4.0
06;2021-12-31;118;170;426;153353;129481;11598;54.9;46.3;4.1
06;2022-01-01;1;1;5;153354;129482;11603;54.9;46.3;4.2
06;2022-01-02;1;3;9;153355;129485;11612;54.9;46.3;4.2
06;2022-01-03;82;94;252;153437;129579;11864;54.9;46.4;4.2
06;2022-01-04;235;271;690;153672;129850;12554;55.0;46.5;4.5
06;2022-01-05;283;259;818;153955;130109;13372;55.1;46.6;4.8
06;2022-01-06;316;276;787;154271;130385;14159;55.2;46.7;5.1
06;2022-01-07;268;236;787;154539;130621;14946;55.3;46.7;5.3
06;2022-01-08;144;75;403;154683;130696;15349;55.3;46.8;5.5
06;2022-01-09;7;2;23;154690;130698;15372;55.4;46.8;5.5
06;2022-01-10;110;126;323;154800;130824;15695;55.4;46.8;5.6
06;2022-01-11;222;162;637;155022;130986;16332;55.5;46.9;5.8
06;2022-01-12;229;184;749;155251;131170;17081;55.6;46.9;6.1
06;2022-01-13;269;266;729;155520;131436;17810;55.6;47.0;6.4
06;2022-01-14;236;210;827;155756;131646;18637;55.7;47.1;6.7
06;2022-01-15;136;68;495;155892;131714;19132;55.8;47.1;6.8
06;2022-01-16;3;2;18;155895;131716;19150;55.8;47.1;6.9
06;2022-01-17;168;120;395;156063;131836;19545;55.8;47.2;7.0
06;2022-01-18;222;196;705;156285;132032;20250;55.9;47.2;7.2
06;2022-01-19;190;226;680;156475;132258;20930;56.0;47.3;7.5
06;2022-01-20;123;131;504;156598;132389;21434;56.0;47.4;7.7
06;2022-01-21;180;177;740;156778;132566;22174;56.1;47.4;7.9
06;2022-01-22;109;68;333;156887;132634;22507;56.1;47.5;8.1
06;2022-01-23;3;0;11;156890;132634;22518;56.1;47.5;8.1
06;2022-01-24;100;113;322;156990;132747;22840;56.2;47.5;8.2
06;2022-01-25;122;170;511;157112;132917;23351;56.2;47.6;8.4
06;2022-01-26;163;233;641;157275;133150;23992;56.3;47.6;8.6
06;2022-01-27;157;138;564;157432;133288;24556;56.3;47.7;8.8
06;2022-01-28;158;246;596;157590;133534;25152;56.4;47.8;9.0
06;2022-01-29;70;109;325;157660;133643;25477;56.4;47.8;9.1
06;2022-01-30;1;6;17;157661;133649;25494;56.4;47.8;9.1
06;2022-01-31;73;114;264;157734;133763;25758;56.4;47.9;9.2
06;2022-02-01;109;133;421;157843;133896;26179;56.5;47.9;9.4
06;2022-02-02;98;171;416;157941;134067;26595;56.5;48.0;9.5
06;2022-02-03;96;125;385;158037;134192;26980;56.5;48.0;9.7
06;2022-02-04;92;166;365;158129;134358;27345;56.6;48.1;9.8
06;2022-02-05;71;115;228;158200;134473;27573;56.6;48.1;9.9
06;2022-02-06;4;6;17;158204;134479;27590;56.6;48.1;9.9
06;2022-02-07;71;124;225;158275;134603;27815;56.6;48.2;10.0
06;2022-02-08;116;185;332;158391;134788;28147;56.7;48.2;10.1
06;2022-02-09;73;126;339;158464;134914;28486;56.7;48.3;10.2
06;2022-02-10;41;80;310;158505;134994;28796;56.7;48.3;10.3
06;2022-02-11;67;108;484;158572;135102;29280;56.7;48.3;10.5
06;2022-02-12;23;76;319;158595;135178;29599;56.7;48.4;10.6
06;2022-02-13;1;5;22;158596;135183;29621;56.7;48.4;10.6
06;2022-02-14;43;64;335;158639;135247;29956;56.8;48.4;10.7
06;2022-02-15;53;114;472;158692;135361;30428;56.8;48.4;10.9
06;2022-02-16;77;139;399;158769;135500;30827;56.8;48.5;11.0
06;2022-02-17;58;108;367;158827;135608;31194;56.8;48.5;11.2
06;2022-02-18;56;121;403;158883;135729;31597;56.9;48.6;11.3
06;2022-02-19;19;65;188;158902;135794;31785;56.9;48.6;11.4
06;2022-02-20;0;2;6;158902;135796;31791;56.9;48.6;11.4
06;2022-02-21;50;57;194;158952;135853;31985;56.9;48.6;11.4
06;2022-02-22;77;117;314;159029;135970;32299;56.9;48.7;11.6
06;2022-02-23;45;118;248;159074;136088;32547;56.9;48.7;11.6
06;2022-02-24;50;90;299;159124;136178;32846;56.9;48.7;11.8
06;2022-02-25;63;86;245;159187;136264;33091;57.0;48.8;11.8
06;2022-02-26;25;56;146;159212;136320;33237;57.0;48.8;11.9
06;2022-02-27;6;8;12;159218;136328;33249;57.0;48.8;11.9
06;2022-02-28;65;76;246;159283;136404;33495;57.0;48.8;12.0
06;2022-03-01;9;12;57;159292;136416;33552;57.0;48.8;12.0
06;2022-03-02;77;124;336;159369;136540;33888;57.0;48.9;12.1
06;2022-03-03;71;78;325;159440;136618;34213;57.1;48.9;12.2
06;2022-03-04;42;98;209;159482;136716;34422;57.1;48.9;12.3
06;2022-03-05;7;23;88;159489;136739;34510;57.1;48.9;12.3
06;2022-03-06;0;0;2;159489;136739;34512;57.1;48.9;12.3
06;2022-03-07;31;61;117;159520;136800;34629;57.1;48.9;12.4
06;2022-03-08;38;55;139;159558;136855;34768;57.1;49.0;12.4
06;2022-03-09;35;35;115;159593;136890;34883;57.1;49.0;12.5
06;2022-03-10;34;36;171;159627;136926;35054;57.1;49.0;12.5
06;2022-03-11;19;50;137;159646;136976;35191;57.1;49.0;12.6
06;2022-03-12;7;17;43;159653;136993;35234;57.1;49.0;12.6
06;2022-03-13;2;0;1;159655;136993;35235;57.1;49.0;12.6
06;2022-03-14;21;27;85;159676;137020;35320;57.1;49.0;12.6
06;2022-03-15;15;28;86;159691;137048;35406;57.1;49.0;12.7
06;2022-03-16;23;33;101;159714;137081;35507;57.1;49.1;12.7
06;2022-03-17;20;36;92;159734;137117;35599;57.2;49.1;12.7
06;2022-03-18;25;19;76;159759;137136;35675;57.2;49.1;12.8
06;2022-03-19;6;10;35;159765;137146;35710;57.2;49.1;12.8
06;2022-03-20;0;0;0;159765;137146;35710;57.2;49.1;12.8
06;2022-03-21;12;24;70;159777;137170;35780;57.2;49.1;12.8
06;2022-03-22;15;28;73;159792;137198;35853;57.2;49.1;12.8
06;2022-03-23;12;27;73;159804;137225;35926;57.2;49.1;12.9
06;2022-03-24;8;32;91;159812;137257;36017;57.2;49.1;12.9
06;2022-03-25;18;29;102;159830;137286;36119;57.2;49.1;12.9
06;2022-03-26;13;12;40;159843;137298;36159;57.2;49.1;12.9
06;2022-03-27;1;1;1;159844;137299;36160;57.2;49.1;12.9
06;2022-03-28;22;21;88;159866;137320;36248;57.2;49.1;13.0
06;2022-03-29;11;12;53;159877;137332;36301;57.2;49.1;13.0
06;2022-03-30;13;24;86;159890;137356;36387;57.2;49.1;13.0
06;2022-03-31;28;29;114;159918;137385;36501;57.2;49.2;13.1
06;2022-04-01;18;27;79;159936;137412;36580;57.2;49.2;13.1
06;2022-04-02;2;2;16;159938;137414;36596;57.2;49.2;13.1
06;2022-04-03;0;0;0;159938;137414;36596;57.2;49.2;13.1
06;2022-04-04;23;21;72;159961;137435;36668;57.2;49.2;13.1
06;2022-04-05;16;22;94;159977;137457;36762;57.2;49.2;13.2
07;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
07;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
07;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
07;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
07;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
07;2021-01-01;1;0;0;1;0;0;0.0;0.0;0.0
07;2021-01-02;0;0;0;1;0;0;0.0;0.0;0.0
07;2021-01-03;3;0;0;4;0;0;0.0;0.0;0.0
07;2021-01-04;0;0;0;4;0;0;0.0;0.0;0.0
07;2021-01-05;0;0;0;4;0;0;0.0;0.0;0.0
07;2021-01-06;1;0;0;5;0;0;0.1;0.0;0.0
07;2021-01-07;2;0;0;7;0;0;0.1;0.0;0.0
07;2021-01-08;3;0;0;10;0;0;0.1;0.0;0.0
07;2021-01-09;1;1;0;11;1;0;0.1;0.0;0.0
07;2021-01-10;0;0;0;11;1;0;0.1;0.0;0.0
07;2021-01-11;0;0;0;11;1;0;0.1;0.0;0.0
07;2021-01-12;0;0;0;11;1;0;0.1;0.0;0.0
07;2021-01-13;5;0;0;16;1;0;0.2;0.0;0.0
07;2021-01-14;8;0;0;24;1;0;0.2;0.0;0.0
07;2021-01-15;1;0;0;25;1;0;0.3;0.0;0.0
07;2021-01-16;1;0;0;26;1;0;0.3;0.0;0.0
07;2021-01-17;0;0;0;26;1;0;0.3;0.0;0.0
07;2021-01-18;2;0;0;28;1;0;0.3;0.0;0.0
07;2021-01-19;1;0;0;29;1;0;0.3;0.0;0.0
07;2021-01-20;0;0;0;29;1;0;0.3;0.0;0.0
07;2021-01-21;12;0;0;41;1;0;0.4;0.0;0.0
07;2021-01-22;11;0;0;52;1;0;0.5;0.0;0.0
07;2021-01-23;1;0;0;53;1;0;0.5;0.0;0.0
07;2021-01-24;0;0;0;53;1;0;0.5;0.0;0.0
07;2021-01-25;2;0;0;55;1;0;0.6;0.0;0.0
07;2021-01-26;5;0;0;60;1;0;0.6;0.0;0.0
07;2021-01-27;5;0;0;65;1;0;0.7;0.0;0.0
07;2021-01-28;11;0;0;76;1;0;0.8;0.0;0.0
07;2021-01-29;24;3;0;100;4;0;1.0;0.0;0.0
07;2021-01-30;0;0;0;100;4;0;1.0;0.0;0.0
07;2021-01-31;0;0;0;100;4;0;1.0;0.0;0.0
07;2021-02-01;3;0;0;103;4;0;1.0;0.0;0.0
07;2021-02-02;9;0;0;112;4;0;1.1;0.0;0.0
07;2021-02-03;15;0;0;127;4;0;1.3;0.0;0.0
07;2021-02-04;12;0;0;139;4;0;1.4;0.0;0.0
07;2021-02-05;13;2;0;152;6;0;1.5;0.1;0.0
07;2021-02-06;2;0;0;154;6;0;1.5;0.1;0.0
07;2021-02-07;0;0;0;154;6;0;1.5;0.1;0.0
07;2021-02-08;2;1;0;156;7;0;1.6;0.1;0.0
07;2021-02-09;14;0;0;170;7;0;1.7;0.1;0.0
07;2021-02-10;0;1;0;170;8;0;1.7;0.1;0.0
07;2021-02-11;16;2;0;186;10;0;1.9;0.1;0.0
07;2021-02-12;43;0;0;229;10;0;2.3;0.1;0.0
07;2021-02-13;0;1;0;229;11;0;2.3;0.1;0.0
07;2021-02-14;0;0;0;229;11;0;2.3;0.1;0.0
07;2021-02-15;0;1;0;229;12;0;2.3;0.1;0.0
07;2021-02-16;3;0;0;232;12;0;2.3;0.1;0.0
07;2021-02-17;0;3;0;232;15;0;2.3;0.2;0.0
07;2021-02-18;21;0;0;253;15;0;2.5;0.2;0.0
07;2021-02-19;32;0;0;285;15;0;2.9;0.2;0.0
07;2021-02-20;1;1;0;286;16;0;2.9;0.2;0.0
07;2021-02-21;2;0;0;288;16;0;2.9;0.2;0.0
07;2021-02-22;1;2;0;289;18;0;2.9;0.2;0.0
07;2021-02-23;0;18;0;289;36;0;2.9;0.4;0.0
07;2021-02-24;0;3;0;289;39;0;2.9;0.4;0.0
07;2021-02-25;16;12;0;305;51;0;3.1;0.5;0.0
07;2021-02-26;34;17;0;339;68;0;3.4;0.7;0.0
07;2021-02-27;2;1;0;341;69;0;3.4;0.7;0.0
07;2021-02-28;0;0;0;341;69;0;3.4;0.7;0.0
07;2021-03-01;2;2;0;343;71;0;3.4;0.7;0.0
07;2021-03-02;20;11;0;363;82;0;3.6;0.8;0.0
07;2021-03-03;7;3;0;370;85;0;3.7;0.9;0.0
07;2021-03-04;21;16;0;391;101;0;3.9;1.0;0.0
07;2021-03-05;40;23;0;431;124;0;4.3;1.2;0.0
07;2021-03-06;3;0;0;434;124;0;4.4;1.2;0.0
07;2021-03-07;1;0;0;435;124;0;4.4;1.2;0.0
07;2021-03-08;1;0;0;436;124;0;4.4;1.2;0.0
07;2021-03-09;2;1;0;438;125;0;4.4;1.3;0.0
07;2021-03-10;3;0;0;441;125;0;4.4;1.3;0.0
07;2021-03-11;21;25;0;462;150;0;4.6;1.5;0.0
07;2021-03-12;55;36;0;517;186;0;5.2;1.9;0.0
07;2021-03-13;4;0;0;521;186;0;5.2;1.9;0.0
07;2021-03-14;3;0;0;524;186;0;5.3;1.9;0.0
07;2021-03-15;4;2;0;528;188;0;5.3;1.9;0.0
07;2021-03-16;30;6;0;558;194;0;5.6;1.9;0.0
07;2021-03-17;2;2;0;560;196;0;5.6;2.0;0.0
07;2021-03-18;27;15;0;587;211;0;5.9;2.1;0.0
07;2021-03-19;57;25;0;644;236;0;6.5;2.4;0.0
07;2021-03-20;1;0;0;645;236;0;6.5;2.4;0.0
07;2021-03-21;1;0;0;646;236;0;6.5;2.4;0.0
07;2021-03-22;5;0;0;651;236;0;6.5;2.4;0.0
07;2021-03-23;5;0;0;656;236;0;6.6;2.4;0.0
07;2021-03-24;9;1;0;665;237;0;6.7;2.4;0.0
07;2021-03-25;70;17;0;735;254;0;7.4;2.5;0.0
07;2021-03-26;71;23;0;806;277;0;8.1;2.8;0.0
07;2021-03-27;0;0;0;806;277;0;8.1;2.8;0.0
07;2021-03-28;0;0;0;806;277;0;8.1;2.8;0.0
07;2021-03-29;2;2;0;808;279;0;8.1;2.8;0.0
07;2021-03-30;39;16;0;847;295;0;8.5;3.0;0.0
07;2021-03-31;25;15;0;872;310;0;8.8;3.1;0.0
07;2021-04-01;26;31;0;898;341;0;9.0;3.4;0.0
07;2021-04-02;6;1;0;904;342;0;9.1;3.4;0.0
07;2021-04-03;2;1;0;906;343;0;9.1;3.4;0.0
07;2021-04-04;1;0;0;907;343;0;9.1;3.4;0.0
07;2021-04-05;12;0;0;919;343;0;9.2;3.4;0.0
07;2021-04-06;2;0;0;921;343;0;9.2;3.4;0.0
07;2021-04-07;4;0;0;925;343;0;9.3;3.4;0.0
07;2021-04-08;63;43;0;988;386;0;9.9;3.9;0.0
07;2021-04-09;56;28;0;1044;414;0;10.5;4.2;0.0
07;2021-04-10;2;0;0;1046;414;0;10.5;4.2;0.0
07;2021-04-11;3;0;0;1049;414;0;10.5;4.2;0.0
07;2021-04-12;5;0;0;1054;414;0;10.6;4.2;0.0
07;2021-04-13;8;1;0;1062;415;0;10.7;4.2;0.0
07;2021-04-14;8;6;0;1070;421;0;10.7;4.2;0.0
07;2021-04-15;60;60;0;1130;481;0;11.3;4.8;0.0
07;2021-04-16;86;34;0;1216;515;0;12.2;5.2;0.0
07;2021-04-17;5;1;0;1221;516;0;12.3;5.2;0.0
07;2021-04-18;0;0;0;1221;516;0;12.3;5.2;0.0
07;2021-04-19;4;2;0;1225;518;0;12.3;5.2;0.0
07;2021-04-20;309;60;0;1534;578;0;15.4;5.8;0.0
07;2021-04-21;296;21;0;1830;599;0;18.4;6.0;0.0
07;2021-04-22;235;36;0;2065;635;0;20.7;6.4;0.0
07;2021-04-23;230;56;0;2295;691;0;23.0;6.9;0.0
07;2021-04-24;217;1;0;2512;692;0;25.2;6.9;0.0
07;2021-04-25;9;2;0;2521;694;0;25.3;7.0;0.0
07;2021-04-26;241;21;0;2762;715;0;27.7;7.2;0.0
07;2021-04-27;196;61;0;2958;776;0;29.7;7.8;0.0
07;2021-04-28;161;17;0;3119;793;0;31.3;8.0;0.0
07;2021-04-29;139;18;0;3258;811;0;32.7;8.1;0.0
07;2021-04-30;158;12;0;3416;823;0;34.3;8.3;0.0
07;2021-05-01;202;12;0;3618;835;0;36.3;8.4;0.0
07;2021-05-02;1;0;0;3619;835;0;36.3;8.4;0.0
07;2021-05-03;135;12;0;3754;847;0;37.7;8.5;0.0
07;2021-05-04;142;45;0;3896;892;0;39.1;9.0;0.0
07;2021-05-05;192;25;0;4088;917;0;41.0;9.2;0.0
07;2021-05-06;144;31;0;4232;948;0;42.5;9.5;0.0
07;2021-05-07;128;43;0;4360;991;0;43.8;9.9;0.0
07;2021-05-08;9;3;0;4369;994;0;43.9;10.0;0.0
07;2021-05-09;3;1;0;4372;995;0;43.9;10.0;0.0
07;2021-05-10;6;6;0;4378;1001;0;44.0;10.0;0.0
07;2021-05-11;9;40;0;4387;1041;0;44.0;10.5;0.0
07;2021-05-12;21;38;0;4408;1079;0;44.3;10.8;0.0
07;2021-05-13;9;1;0;4417;1080;0;44.3;10.8;0.0
07;2021-05-14;34;95;0;4451;1175;0;44.7;11.8;0.0
07;2021-05-15;8;1;0;4459;1176;0;44.8;11.8;0.0
07;2021-05-16;3;0;0;4462;1176;0;44.8;11.8;0.0
07;2021-05-17;15;17;0;4477;1193;0;44.9;12.0;0.0
07;2021-05-18;16;34;0;4493;1227;0;45.1;12.3;0.0
07;2021-05-19;9;2;0;4502;1229;0;45.2;12.3;0.0
07;2021-05-20;20;13;0;4522;1242;0;45.4;12.5;0.0
07;2021-05-21;38;34;0;4560;1276;0;45.8;12.8;0.0
07;2021-05-22;11;3;0;4571;1279;0;45.9;12.8;0.0
07;2021-05-23;6;1;0;4577;1280;0;45.9;12.9;0.0
07;2021-05-24;14;1;0;4591;1281;0;46.1;12.9;0.0
07;2021-05-25;69;310;0;4660;1591;0;46.8;16.0;0.0
07;2021-05-26;54;333;0;4714;1924;0;47.3;19.3;0.0
07;2021-05-27;40;291;0;4754;2215;0;47.7;22.2;0.0
07;2021-05-28;30;234;0;4784;2449;0;48.0;24.6;0.0
07;2021-05-29;34;353;0;4818;2802;0;48.4;28.1;0.0
07;2021-05-30;5;0;0;4823;2802;0;48.4;28.1;0.0
07;2021-05-31;42;186;0;4865;2988;0;48.8;30.0;0.0
07;2021-06-01;60;182;0;4925;3170;0;49.4;31.8;0.0
07;2021-06-02;68;240;0;4993;3410;0;50.1;34.2;0.0
07;2021-06-03;37;209;0;5030;3619;0;50.5;36.3;0.0
07;2021-06-04;81;222;0;5111;3841;0;51.3;38.6;0.0
07;2021-06-05;10;5;0;5121;3846;0;51.4;38.6;0.0
07;2021-06-06;3;2;0;5124;3848;0;51.4;38.6;0.0
07;2021-06-07;16;7;0;5140;3855;0;51.6;38.7;0.0
07;2021-06-08;19;10;0;5159;3865;0;51.8;38.8;0.0
07;2021-06-09;26;17;0;5185;3882;0;52.1;39.0;0.0
07;2021-06-10;34;20;0;5219;3902;0;52.4;39.2;0.0
07;2021-06-11;34;31;0;5253;3933;0;52.7;39.5;0.0
07;2021-06-12;17;48;0;5270;3981;0;52.9;40.0;0.0
07;2021-06-13;7;4;0;5277;3985;0;53.0;40.0;0.0
07;2021-06-14;14;20;0;5291;4005;0;53.1;40.2;0.0
07;2021-06-15;18;12;0;5309;4017;0;53.3;40.3;0.0
07;2021-06-16;14;5;0;5323;4022;0;53.4;40.4;0.0
07;2021-06-17;12;11;0;5335;4033;0;53.6;40.5;0.0
07;2021-06-18;16;8;0;5351;4041;0;53.7;40.6;0.0
07;2021-06-19;33;40;0;5384;4081;0;54.1;41.0;0.0
07;2021-06-20;148;146;0;5532;4227;0;55.5;42.4;0.0
07;2021-06-21;18;7;0;5550;4234;0;55.7;42.5;0.0
07;2021-06-22;15;10;0;5565;4244;0;55.9;42.6;0.0
07;2021-06-23;32;25;0;5597;4269;0;56.2;42.9;0.0
07;2021-06-24;25;6;0;5622;4275;0;56.4;42.9;0.0
07;2021-06-25;17;9;0;5639;4284;0;56.6;43.0;0.0
07;2021-06-26;27;44;0;5666;4328;0;56.9;43.4;0.0
07;2021-06-27;1;1;0;5667;4329;0;56.9;43.5;0.0
07;2021-06-28;8;9;0;5675;4338;0;57.0;43.5;0.0
07;2021-06-29;18;12;0;5693;4350;0;57.2;43.7;0.0
07;2021-06-30;11;16;0;5704;4366;0;57.3;43.8;0.0
07;2021-07-01;42;35;0;5746;4401;0;57.7;44.2;0.0
07;2021-07-02;42;38;0;5788;4439;0;58.1;44.6;0.0
07;2021-07-03;42;182;0;5830;4621;0;58.5;46.4;0.0
07;2021-07-04;3;3;0;5833;4624;0;58.6;46.4;0.0
07;2021-07-05;27;12;0;5860;4636;0;58.8;46.5;0.0
07;2021-07-06;8;7;0;5868;4643;0;58.9;46.6;0.0
07;2021-07-07;58;23;0;5926;4666;0;59.5;46.8;0.0
07;2021-07-08;35;24;0;5961;4690;0;59.8;47.1;0.0
07;2021-07-09;34;28;0;5995;4718;0;60.2;47.4;0.0
07;2021-07-10;29;34;0;6024;4752;0;60.5;47.7;0.0
07;2021-07-11;5;2;0;6029;4754;0;60.5;47.7;0.0
07;2021-07-12;10;12;0;6039;4766;0;60.6;47.8;0.0
07;2021-07-13;18;18;0;6057;4784;0;60.8;48.0;0.0
07;2021-07-14;9;4;0;6066;4788;0;60.9;48.1;0.0
07;2021-07-15;23;33;0;6089;4821;0;61.1;48.4;0.0
07;2021-07-16;63;60;0;6152;4881;0;61.8;49.0;0.0
07;2021-07-17;41;38;0;6193;4919;0;62.2;49.4;0.0
07;2021-07-18;5;2;0;6198;4921;0;62.2;49.4;0.0
07;2021-07-19;18;17;0;6216;4938;0;62.4;49.6;0.0
07;2021-07-20;15;24;0;6231;4962;0;62.6;49.8;0.0
07;2021-07-21;43;34;0;6274;4996;0;63.0;50.2;0.0
07;2021-07-22;44;51;0;6318;5047;0;63.4;50.7;0.0
07;2021-07-23;40;44;0;6358;5091;0;63.8;51.1;0.0
07;2021-07-24;48;38;0;6406;5129;0;64.3;51.5;0.0
07;2021-07-25;1;1;0;6407;5130;0;64.3;51.5;0.0
