date;region;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron
2021-09-03;MAR;Complet de moins de 3 mois - sans rappel;251.77;12.21;13.47;4.54;0.0;0.0;0.32;0.0;42124.11;0;0;NA;NA
2021-09-03;MAR;Complet entre 3 mois et 6 mois - sans rappel;181.9;8.64;8.0;4.27;1.19;1.19;0.12;0.0;30522.2;0;0;91.6;NA
2021-09-03;MAY;Primo dose récente;8.07;0.13;1.12;0.0;0.0;0.0;0.0;0.0;9471.91;NA;NA;NA;NA
2021-09-03;MAY;Primo dose efficace;29.24;0.81;1.19;0.0;0.0;0.0;0.0;0.0;28479.22;0;NA;NA;NA
2021-09-03;MAY;Complet entre 3 mois et 6 mois - sans rappel;23.06;0.3;0.62;0.0;0.0;0.0;0.5;0.0;17451.82;NA;NA;NA;NA
2021-09-03;NAQ;Non-vaccinés;7106.64;515.42;352.8;143.35;21.06;14.73;6.0;4.0;1336332.16;2.7;1.59;0;0
2021-09-03;NAQ;Complet entre 3 mois et 6 mois - sans rappel;2431.8;232.67;58.49;24.84;6.76;3.09;0.0;0.0;1088315.03;0;0;0;NA
2021-09-03;NAQ;Complet de 6 mois et plus - sans rappel;739.82;49.1;15.21;5.33;3.0;3.0;0.0;0.0;199531.56;0;0;0;NA
2021-09-03;NAQ;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.89;NA;NA;NA;NA
2021-09-03;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;NA;NA;NA;NA
2021-09-03;NOR;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.99;NA;NA;NA;NA
2021-09-03;OCC;Non-vaccinés;8289.96;875.53;656.94;328.99;24.17;22.17;5.33;3.33;1644277.43;8.79;6.76;5.36;30.03
2021-09-03;PAC;Non-vaccinés;10342.14;1224.92;1308.21;566.56;53.94;40.16;16.8;10.0;1443203.42;4.21;3.55;3.32;0
2021-09-03;PAC;Primo dose récente;1000.76;62.13;51.09;22.78;1.0;1.0;0.0;0.0;138244.32;0;0;NA;NA
2021-09-03;PAC;Primo dose efficace;2655.2;156.63;101.42;39.3;1.37;1.37;0.0;0.0;437261.76;1.63;0;0;NA
2021-09-03;PAC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.93;NA;NA;NA;NA
2021-09-03;PAC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.83;NA;NA;NA;NA
2021-09-03;PDL;Non-vaccinés;3426.79;218.86;156.9;67.64;4.0;4.0;1.5;1.5;910363.9;4.99;0.68;0;0
2021-09-03;PDL;Primo dose récente;918.51;36.62;16.98;9.63;0.0;0.0;1.0;0.0;90520.96;0;0;NA;NA
2021-09-03;PDL;Complet de 6 mois et plus - sans rappel;314.25;37.53;9.15;5.05;1.0;1.0;0.0;0.0;98520.24;0;0;0;NA
2021-09-03;PDL;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.94;NA;NA;NA;NA
2021-09-04;ARA;Non-vaccinés;5035.0;427.2;367.4;147.17;23.58;19.58;12.75;10.75;2228120.3;2.59;3.84;0;0
2021-09-04;BFC;Non-vaccinés;2061.04;199.44;126.52;67.99;5.33;5.0;4.0;4.0;711940.81;3.92;2.28;0;0
2021-09-04;BFC;Complet de moins de 3 mois - sans rappel;1606.04;161.38;43.77;27.58;2.33;1.0;0.0;0.0;1211760.24;0.66;1.07;NA;NA
2021-09-04;BFC;Complet entre 3 mois et 6 mois - sans rappel;909.43;86.93;15.61;8.28;2.33;2.0;0.0;0.0;478085.81;0.87;1.33;0;NA
2021-09-04;BFC;Complet de 6 mois et plus - sans rappel;229.79;17.56;4.17;2.0;0.0;0.0;0.0;0.0;108816.78;0;0;NA;NA
2021-09-04;BFC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;NA;NA;NA;NA
2021-09-04;BRE;Non-vaccinés;2523.62;189.43;135.18;51.29;7.53;6.2;2.0;1.0;695126.71;1.4;3.59;16.13;0
2021-09-04;BRE;Primo dose récente;482.74;23.01;13.87;9.15;0.0;0.0;1.5;1.5;79617.13;0;0;NA;0
2021-09-04;BRE;Primo dose efficace;1588.11;67.15;24.05;8.89;0.4;0.4;0.0;0.0;305142.0;0;0;0;NA
2021-09-04;BRE;Complet de moins de 3 mois - sans rappel;2325.98;228.23;67.94;31.66;5.73;4.4;0.5;0.5;1561107.82;0.65;1.37;0;0
2021-09-04;BRE;Complet de 6 mois et plus - sans rappel;233.2;15.32;3.39;1.0;0.0;0.0;0.0;0.0;98688.16;0;0;NA;NA
2021-09-04;COR;Primo dose efficace;94.7;3.78;3.42;1.3;0.0;0.0;0.0;0.0;23789.94;0;0;NA;NA
2021-09-04;COR;Complet de 6 mois et plus - sans rappel;34.16;1.26;1.08;0.08;0.0;0.0;0.0;0.0;12564.81;0;0;NA;NA
2021-09-04;CVL;Non-vaccinés;1608.27;95.92;88.72;29.81;6.5;5.0;2.78;2.0;631953.29;2.19;0;0;0
2021-09-04;CVL;Primo dose récente;219.54;8.53;5.44;2.14;0.5;0.0;0.0;0.0;54496.56;6.08;0;NA;NA
2021-09-04;CVL;Complet de moins de 3 mois - sans rappel;1387.48;122.49;40.8;21.95;2.0;2.0;0.09;0.0;1164597.66;3.13;0;0;NA
2021-09-04;CVL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
2021-09-04;GES;Complet entre 3 mois et 6 mois - sans rappel;2220.4;154.43;42.68;18.23;2.59;2.59;0.0;0.0;979018.98;4.96;1.05;0;NA
2021-09-04;GES;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.95;NA;NA;NA;NA
2021-09-04;GUA;Primo dose récente;13.57;0.28;0.24;0.09;1.17;1.0;0.0;0.0;14737.85;0;NA;NA;NA
2021-09-04;GUA;Primo dose efficace;28.07;1.64;0.94;0.09;0.0;0.0;0.0;0.0;25533.65;0;NA;NA;NA
2021-09-04;GUA;Complet entre 3 mois et 6 mois - sans rappel;44.98;0.54;0.93;0.0;0.0;0.0;1.0;0.0;24682.18;0;NA;NA;NA
2021-09-04;GUA;Complet de 6 mois et plus - sans rappel;6.14;0.04;0.0;0.0;1.36;1.0;0.0;0.0;1606.13;NA;NA;0;NA
2021-09-04;GUY;Primo dose récente;6.59;0.56;0.21;0.08;0.0;0.0;0.0;0.0;3701.99;0;NA;NA;NA
2021-09-04;GUY;Primo dose efficace;23.77;0.6;1.46;0.24;0.0;0.0;0.0;0.0;13321.08;0;0;NA;NA
2021-09-04;GUY;Complet de moins de 3 mois - sans rappel;63.94;5.03;3.66;0.35;1.41;1.08;0.09;0.0;32893.18;0;0;NA;NA
2021-09-04;HDF;Primo dose efficace;1558.32;58.86;26.55;11.54;0.14;0.0;2.0;1.0;440865.37;0;0;NA;NA
2021-09-04;HDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-09-04;IDF;Primo dose récente;814.47;22.29;26.95;8.17;3.52;3.27;0.0;0.0;280456.63;0;0;0;NA
2021-09-04;LRE;Primo dose récente;134.79;5.62;3.42;0.98;0.03;0.03;0.0;0.0;27835.57;0;0;NA;NA
2021-09-04;LRE;Complet de moins de 3 mois - sans rappel;669.1;53.42;22.57;7.12;0.16;0.16;0.0;0.0;265210.94;6.04;0;NA;NA
2021-09-04;LRE;Complet entre 3 mois et 6 mois - sans rappel;283.26;26.45;5.03;3.41;0.14;0.14;0.0;0.0;87362.85;0;0;NA;NA
2021-09-04;MAR;Non-vaccinés;252.16;32.05;61.25;20.66;25.98;20.98;8.0;7.0;241803.99;10.95;4.55;7.7;20
2021-09-04;MAR;Primo dose efficace;34.72;2.11;2.3;1.0;0.0;0.0;0.0;0.0;21640.31;0;0;NA;NA
2021-09-04;MAR;Complet entre 3 mois et 6 mois - sans rappel;70.55;1.84;2.87;1.42;1.05;1.05;0.0;0.0;31026.66;6.3;11.94;0;NA
2021-09-04;MAY;Primo dose récente;7.99;0.12;0.0;0.0;0.0;0.0;0.0;0.0;8615.93;NA;NA;NA;NA
2021-09-04;MAY;Complet de moins de 3 mois - sans rappel;101.63;3.84;1.0;0.0;0.0;0.0;0.0;0.0;42375.42;0;NA;NA;NA
2021-09-04;NAQ;Complet entre 3 mois et 6 mois - sans rappel;1802.32;122.98;33.67;12.36;5.16;1.0;2.0;2.0;1117334.63;3.94;8.8;0;0
2021-09-04;NAQ;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.89;NA;NA;NA;NA
2021-09-04;NOR;Complet de moins de 3 mois - sans rappel;1789.81;174.81;47.15;13.98;3.0;3.0;0.0;0.0;1567804.54;7.9;0;0;NA
2021-09-04;OCC;Non-vaccinés;4414.64;397.31;330.77;141.45;16.62;15.12;6.29;4.29;1634510.04;9.49;6.08;11.42;0
2021-09-04;OCC;Primo dose récente;469.08;30.63;22.62;11.6;0.0;0.0;0.0;0.0;120629.29;14.48;24.1;NA;NA
2021-09-04;OCC;Complet entre 3 mois et 6 mois - sans rappel;2023.4;134.08;57.3;27.33;5.72;2.82;3.29;3.29;1075500.56;10.17;1.96;6.98;30.4
2021-09-04;PAC;Complet de moins de 3 mois - sans rappel;3664.07;270.91;142.76;59.0;5.61;3.92;2.5;1.5;1890295.46;2.94;2.01;0;0
2021-09-05;ARA;Primo dose efficace;380.85;22.11;16.43;3.67;3.33;3.33;0.0;0.0;511601.55;0;0;0;NA
2021-09-05;ARA;Complet de 6 mois et plus - sans rappel;155.35;18.04;7.62;1.07;1.33;1.0;0.0;0.0;213843.35;0;0;0;NA
2021-09-05;ARA;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.97;NA;NA;NA;NA
2021-09-05;BFC;Complet entre 3 mois et 6 mois - sans rappel;234.88;23.87;2.12;1.12;1.0;1.0;1.0;1.0;483616.86;0;0;0;0
2021-09-05;BFC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.96;NA;NA;NA;NA
2021-09-05;BRE;Complet entre 3 mois et 6 mois - sans rappel;293.84;14.68;4.21;1.0;0.55;0.0;0.0;0.0;616132.54;0;0;NA;NA
2021-09-05;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;NA;NA;NA;NA
2021-09-05;COR;Primo dose efficace;18.11;1.74;1.23;0.23;0.01;0.0;0.0;0.0;23334.62;0;0;NA;NA
2021-09-05;COR;Complet de moins de 3 mois - sans rappel;37.94;4.78;0.38;0.38;0.11;0.0;0.0;0.0;102657.81;0;0;NA;NA
2021-09-05;CVL;Non-vaccinés;413.55;34.55;28.64;9.67;3.42;2.67;1.0;1.0;629185.58;0;0;0;0
2021-09-05;CVL;Primo dose récente;56.88;2.29;1.3;1.13;0.25;0.0;0.0;0.0;54246.42;0;0;NA;NA
2021-09-05;CVL;Primo dose efficace;158.74;1.85;0.69;0.27;0.0;0.0;0.0;0.0;178440.85;0;0;NA;NA
2021-09-05;CVL;Complet de moins de 3 mois - sans rappel;365.7;24.12;12.05;5.6;1.17;1.17;0.0;0.0;1163071.47;0;0;0;NA
2021-09-05;CVL;Complet de 6 mois et plus - sans rappel;43.68;4.74;1.0;1.0;0.17;0.17;0.0;0.0;77904.27;NA;NA;NA;NA
2021-09-05;CVL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
2021-09-05;GES;Non-vaccinés;998.0;120.51;97.44;43.51;6.85;6.25;4.21;4.21;1456872.97;5.57;5.48;0;0
2021-09-05;GES;Complet de 6 mois et plus - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;NA;NA;NA;NA
2021-09-05;GUA;Primo dose efficace;7.87;1.73;1.55;1.39;0.14;0.14;0.0;0.0;25637.51;0;0;NA;NA
2021-09-05;GUA;Complet entre 3 mois et 6 mois - sans rappel;12.41;0.3;0.81;0.1;0.33;0.11;0.0;0.0;25319.6;0;0;NA;NA
2021-09-05;GUY;Primo dose récente;1.83;0.08;0.27;0.08;0.0;0.0;0.0;0.0;3677.98;0;NA;NA;NA
2021-09-05;GUY;Primo dose efficace;5.38;0.42;0.23;0.13;0.0;0.0;0.0;0.0;13208.03;0;0;NA;NA
2021-09-05;HDF;Primo dose efficace;370.0;26.57;6.97;1.76;0.0;0.0;0.0;0.0;419979.97;0;0;NA;NA
2021-09-05;HDF;Complet de moins de 3 mois - sans rappel;1224.26;152.24;40.3;25.84;0.0;0.0;1.0;1.0;2699951.15;0;0;NA;NA
2021-09-05;HDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-09-05;IDF;Non-vaccinés;2370.85;128.99;191.81;32.79;26.47;21.72;10.33;7.0;3256936.21;0;0;0;0
2021-09-05;IDF;Primo dose efficace;727.72;28.71;23.32;3.46;1.84;0.29;1.0;1.0;881713.29;0;0;0;0
2021-09-05;IDF;Complet de moins de 3 mois - sans rappel;3599.62;113.69;111.2;18.06;8.74;6.78;4.67;3.0;5768379.92;3.28;0;0;0
2021-09-05;LRE;Primo dose efficace;140.1;10.31;3.43;2.19;0.0;0.0;0.0;0.0;66568.57;29.85;45.66;NA;NA
2021-09-05;LRE;Complet de 6 mois et plus - sans rappel;8.18;1.13;0.11;0.11;1.0;0.0;0.0;0.0;6334.32;0;0;NA;NA
2021-09-05;MAR;Complet de 6 mois et plus - sans rappel;3.38;0.0;0.12;0.0;0.0;0.0;0.02;0.0;2774.82;NA;NA;NA;NA
2021-09-05;MAY;Non-vaccinés;38.35;7.55;2.0;1.0;1.0;0.0;0.0;0.0;187896.63;NA;NA;NA;NA
2021-09-05;MAY;Primo dose efficace;14.96;3.81;0.0;0.0;0.0;0.0;0.0;0.0;29806.99;NA;NA;NA;NA
2021-09-05;MAY;Complet de moins de 3 mois - sans rappel;31.86;1.32;0.0;0.0;0.0;0.0;0.0;0.0;42946.03;NA;NA;NA;NA
2021-09-05;NAQ;Primo dose récente;68.27;5.5;2.7;2.14;0.0;0.0;1.0;1.0;121784.38;0;0;NA;0
2021-09-05;NOR;Non-vaccinés;427.68;73.62;35.68;23.25;6.54;6.54;1.0;1.0;694747.7;7.72;5.06;0;0
2021-09-05;NOR;Complet de 6 mois et plus - sans rappel;77.85;5.78;2.43;1.1;1.02;1.02;0.0;0.0;112441.21;0;0;0;NA
2021-09-05;NOR;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;NA;NA;NA;NA
2021-09-05;NOR;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.97;NA;NA;NA;NA
2021-09-05;OCC;Non-vaccinés;882.86;116.8;84.76;34.72;19.33;16.33;5.0;5.0;1626953.15;6.22;3.15;8.83;33.33
2021-09-05;OCC;Primo dose récente;102.11;9.31;5.49;2.71;1.0;1.0;0.0;0.0;120262.04;0;0;0;NA
2021-09-05;OCC;Primo dose efficace;269.52;22.21;11.92;5.87;0.0;0.0;0.0;0.0;412896.85;0;0;NA;NA
2021-09-05;OCC;Complet de moins de 3 mois - sans rappel;936.12;112.08;21.08;11.25;4.4;2.0;1.0;1.0;2497698.9;0;0;0;0
2021-09-05;PAC;Non-vaccinés;1394.76;125.16;198.41;41.02;43.9;30.51;16.8;13.0;1425217.08;1.09;0;0;0
2021-09-05;PAC;Complet entre 3 mois et 6 mois - sans rappel;734.75;54.62;39.99;11.13;11.51;8.27;2.0;2.0;1037832.38;0.98;0;0;0
2021-09-05;PAC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.83;NA;NA;NA;NA
2021-09-05;PDL;Primo dose efficace;552.26;23.31;9.39;4.07;1.0;1.0;0.0;0.0;302580.58;0;0;NA;NA
2021-09-05;PDL;Complet de 6 mois et plus - sans rappel;71.82;12.82;1.02;0.39;0.0;0.0;0.0;0.0;103254.82;0;0;NA;NA
2021-09-05;PDL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.56;NA;NA;NA;NA
2021-09-06;ARA;Primo dose récente;1303.66;91.7;70.58;37.22;0.0;0.0;0.0;0.0;168786.92;4.4;3.31;NA;NA
2021-09-06;ARA;Primo dose efficace;2813.43;190.11;102.62;44.25;1.22;1.22;0.0;0.0;504371.67;1.22;0;0;NA
2021-09-06;BFC;Non-vaccinés;2984.48;387.72;217.34;113.37;5.33;4.33;1.0;1.0;708421.19;3.75;1.99;66.67;0
2021-09-06;BFC;Complet entre 3 mois et 6 mois - sans rappel;1698.27;136.45;43.74;17.54;2.42;2.0;0.0;0.0;484087.93;9.6;0;0;NA
2021-09-06;BFC;Complet entre 3 mois et 6 mois - avec rappel;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.96;NA;NA;NA;NA
2021-09-06;BRE;Complet de moins de 3 mois - sans rappel;3306.17;512.83;113.55;58.27;4.33;4.0;0.03;0.0;1567180.24;0;0;0;NA
2021-09-06;BRE;Complet entre 3 mois et 6 mois - sans rappel;1992.41;164.34;45.26;20.74;2.33;1.0;0.12;0.0;617343.21;0;0;0;NA
2021-09-06;BRE;Complet entre 3 mois et 6 mois - avec rappel;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.41;NA;NA;NA;NA
2021-09-06;COR;Non-vaccinés;624.5;49.21;46.36;17.54;2.16;1.0;0.0;0.0;114338.81;0;0;0;NA
2021-09-06;COR;Primo dose efficace;147.2;12.5;6.47;3.81;0.09;0.0;0.0;0.0;23318.24;0;0;NA;NA
2021-09-06;COR;Complet de moins de 3 mois - sans rappel;339.64;40.07;23.79;9.77;0.27;0.0;0.0;0.0;101888.02;0;0;NA;NA
2021-09-06;CVL;Non-vaccinés;2632.61;233.64;221.64;92.65;4.17;4.17;4.67;4.0;628780.12;4.08;2.84;0;0
2021-09-06;CVL;Primo dose récente;327.19;12.69;10.64;6.14;0.0;0.0;0.09;0.0;54399.12;0;0;NA;NA
2021-09-06;CVL;Complet de moins de 3 mois - sans rappel;2109.14;216.79;66.23;34.09;1.0;0.5;0.03;0.0;1160986.17;6.3;0;0;NA
2021-09-06;CVL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
2021-09-06;GES;Complet entre 3 mois et 6 mois - sans rappel;3400.45;341.97;93.35;50.7;3.36;2.07;2.0;1.0;1000030.74;4.36;7.37;0;NA
2021-09-06;GES;Complet de 6 mois et plus - sans rappel;631.71;69.69;25.68;13.78;2.07;2.07;0.0;0.0;162840.99;0;0;0;NA
2021-09-06;GES;Complet de moins de 3 mois - avec rappel;1.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.95;NA;NA;NA;NA
2021-09-06;GES;Complet de 6 mois et plus - avec rappel;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.97;NA;NA;NA;NA
2021-09-06;HDF;Non-vaccinés;6075.83;694.0;526.5;240.88;11.0;9.0;7.0;5.0;1557111.04;2.14;2.28;0;0
2021-09-06;HDF;Primo dose récente;750.92;30.88;32.72;13.84;0.0;0.0;1.0;1.0;116151.72;0;0;NA;0
2021-09-06;HDF;Primo dose efficace;1962.19;104.5;51.85;19.73;1.0;1.0;0.0;0.0;410045.56;4.49;5.41;0;NA
2021-09-06;HDF;Complet de 6 mois et plus - sans rappel;620.69;40.77;26.02;6.3;2.0;2.0;0.0;0.0;123045.39;0;0;0;NA
2021-09-06;IDF;Primo dose efficace;3230.89;136.05;126.11;31.34;5.62;3.06;0.0;0.0;870438.26;3.89;4.43;0;NA
2021-09-06;IDF;Complet de moins de 3 mois - avec rappel;1.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.96;NA;NA;NA;NA
2021-09-06;MAR;Non-vaccinés;671.08;99.18;167.37;56.16;22.94;22.94;11.07;11.07;240978.39;12.02;8.44;11.81;40.83
2021-09-06;MAR;Complet de 6 mois et plus - sans rappel;18.3;0.51;1.0;0.0;0.0;0.0;0.24;0.24;2777.78;NA;NA;NA;100
2021-09-06;MAY;Non-vaccinés;99.47;7.17;2.0;0.0;0.0;0.0;1.0;1.0;187891.3;0;NA;NA;NA
2021-09-06;MAY;Primo dose récente;10.9;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7989.93;NA;NA;NA;NA
2021-09-06;MAY;Complet de moins de 3 mois - sans rappel;78.32;2.5;2.0;0.0;0.0;0.0;0.0;0.0;42977.54;0;NA;NA;NA
2021-09-06;NAQ;Complet de 6 mois et plus - sans rappel;1081.01;71.68;33.56;9.5;3.04;0.04;0.0;0.0;209200.06;3.92;0;0;NA
2021-09-06;NOR;Primo dose récente;294.82;17.36;8.22;3.63;0.0;0.0;0.09;0.0;65276.27;0;0;NA;NA
2021-09-06;NOR;Primo dose efficace;964.9;71.39;24.95;10.77;0.0;0.0;0.09;0.0;238011.84;5.13;12.87;NA;NA
2021-09-06;NOR;Complet de moins de 3 mois - sans rappel;2883.05;343.07;83.31;42.79;1.0;1.0;1.03;1.0;1574843.81;1.51;0;NA;0
2021-09-06;OCC;Complet de moins de 3 mois - sans rappel;6824.09;945.18;298.68;168.02;5.27;5.27;2.25;2.25;2500249.44;11.55;8.46;23.42;11.11
2021-09-06;OCC;Complet entre 3 mois et 6 mois - sans rappel;4406.65;367.47;132.88;70.56;4.75;3.46;1.0;1.0;1098638.65;8.69;5.1;0;NA
2021-09-06;PAC;Primo dose récente;991.61;73.19;59.61;28.88;2.79;2.75;0.0;0.0;131501.86;3.13;5.1;0;NA
2021-09-06;PAC;Complet de moins de 3 mois - sans rappel;7179.39;817.43;436.39;188.38;11.6;6.62;2.0;1.0;1894925.9;4.8;3.55;0;0
2021-09-06;PAC;Complet de 6 mois et plus - sans rappel;1445.2;95.02;99.37;26.58;4.71;4.07;0.0;0.0;149954.69;5.72;9.06;0;NA
2021-09-06;PDL;Primo dose récente;574.36;32.6;19.84;8.61;0.0;0.0;0.0;0.0;83236.6;0.19;0;NA;NA
2021-09-06;PDL;Primo dose efficace;1649.21;88.62;31.66;12.75;2.0;2.0;0.0;0.0;298635.25;4.01;0;0;NA
2021-09-07;ARA;Non-vaccinés;6708.08;976.93;594.4;277.6;25.0;15.33;5.83;4.83;2206699.83;1.87;1.17;0;0
2021-09-07;ARA;Primo dose récente;916.13;73.63;44.03;22.22;1.05;0.0;0.0;0.0;162224.05;0.28;0;NA;NA
2021-09-07;ARA;Complet de moins de 3 mois - avec rappel;1.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.95;NA;NA;NA;NA
2021-09-07;BFC;Primo dose récente;233.81;25.15;7.29;6.48;0.0;0.0;0.0;0.0;50679.23;0;0;NA;NA
2021-09-07;BFC;Primo dose efficace;572.71;43.85;12.84;6.78;3.2;3.2;0.0;0.0;183956.29;25.71;17.3;0;NA
2021-09-07;BFC;Complet de 6 mois et plus - sans rappel;311.59;28.81;8.63;4.45;2.2;2.2;0.0;0.0;113245.39;0;0;0;NA
2021-09-07;BFC;Complet de 6 mois et plus - avec rappel;2.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.12;NA;NA;NA;NA
2021-09-07;BRE;Non-vaccinés;2889.22;369.41;187.91;84.07;5.45;2.0;1.0;1.0;686568.11;0.85;0.46;0;NA
2021-09-07;BRE;Primo dose récente;405.47;29.27;11.94;8.05;1.22;1.0;0.0;0.0;70678.7;12.33;17.08;0;NA
2021-09-07;BRE;Primo dose efficace;1317.42;77.01;21.46;7.11;1.22;1.0;0.0;0.0;288756.32;0;0;0;NA
2021-09-07;BRE;Complet entre 3 mois et 6 mois - avec rappel;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.09;NA;NA;NA;NA
2021-09-07;COR;Complet de moins de 3 mois - sans rappel;220.43;30.24;14.31;3.24;0.0;0.0;0.0;0.0;101709.29;0;0;NA;NA
2021-09-07;CVL;Primo dose récente;254.46;9.59;7.04;4.79;1.0;1.0;1.0;1.0;51522.18;0;0;0;0
2021-09-07;CVL;Complet de moins de 3 mois - sans rappel;1772.03;237.78;51.33;23.62;1.0;0.0;0.0;0.0;1163435.4;13.65;12.92;NA;NA
2021-09-07;CVL;Complet entre 3 mois et 6 mois - sans rappel;1070.7;79.12;16.54;11.29;2.0;0.0;0.0;0.0;452492.12;0;0;NA;NA
2021-09-07;GES;Complet de moins de 3 mois - sans rappel;4650.12;820.59;154.88;71.54;3.12;3.12;0.0;0.0;2415862.92;4.03;2.96;0;NA
2021-09-07;GUA;Complet de moins de 3 mois - sans rappel;175.2;21.8;10.05;4.27;0.46;0.0;0.42;0.42;67236.72;0;0;NA;NA
2021-09-07;GUA;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;NA;NA;NA;NA
2021-09-07;GUY;Primo dose efficace;38.05;3.68;3.85;1.16;0.0;0.0;0.0;0.0;13075.93;0;0;NA;NA
2021-09-07;GUY;Complet de moins de 3 mois - sans rappel;106.14;14.7;7.24;2.31;0.25;0.0;0.0;0.0;32744.15;0;0;NA;NA
2021-09-07;GUY;Complet entre 3 mois et 6 mois - sans rappel;110.4;21.71;21.38;12.93;0.42;0.0;0.0;0.0;24643.83;0;0;NA;NA
2021-09-07;GUY;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NA;NA;NA;NA
2021-09-07;GUY;Complet de moins de 3 mois - avec rappel;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-09-07;HDF;Non-vaccinés;5322.76;609.61;381.82;168.38;7.71;5.71;4.0;3.0;1551831.93;3.68;1.46;0;0
2021-09-07;HDF;Complet de moins de 3 mois - sans rappel;4633.04;628.15;151.71;64.43;4.15;4.15;1.0;1.0;2717483.24;0.17;0;0;0
2021-09-07;HDF;Complet entre 3 mois et 6 mois - sans rappel;2688.17;253.12;86.01;41.67;8.56;4.56;2.0;2.0;1045185.47;0.73;0;0;0
2021-09-07;IDF;Primo dose récente;934.6;45.3;39.23;11.03;2.13;2.13;0.02;0.0;267269.51;0;0;0;NA
2021-09-07;IDF;Complet de moins de 3 mois - sans rappel;12259.64;917.27;520.44;154.2;16.27;13.72;3.9;3.75;5774385.17;3.09;2.76;0;0
2021-09-07;IDF;Complet entre 3 mois et 6 mois - sans rappel;5298.22;333.09;161.06;43.33;14.93;10.2;2.14;0.0;1869958.69;2.73;0;14.01;NA
2021-09-07;IDF;Complet de 6 mois et plus - sans rappel;1148.77;64.25;38.59;3.92;5.25;5.25;1.53;1.5;278714.59;0;0;0;0
2021-09-07;IDF;Complet de moins de 3 mois - avec rappel;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.91;NA;NA;NA;NA
