date;vac_statut;age;nb_PCR;nb_PCR_sympt;nb_PCR+_sympt;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron;DC_pourcent_omicron;HC_PCR+_pour_covid;SC_PCR+_pour_covid;DC_PCR+_pour_covid
2021-12-07;Complet - avec rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-07;Complet entre 3 mois et 6 mois - sans rappel;[60,79];19997.31;3753.08;1150.18;2374.54;109.01;81.03;34.36;32.37;9.52;7.77;5146928.98;3.03;2.57;5.92;8.5;0;64.67;31.37;4.77
2021-12-07;Primo dose récente;"[80;+]";159.96;11.33;4.01;9.04;1.24;1.14;0.31;0.31;0.0;0.0;9660.11;0;0;0;35.48;NA;1.14;0.31;0.0
2021-12-07;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";384.17;36.24;2.65;13.19;2.45;1.6;0.31;0.08;0.54;0.0;63580.46;1.27;4.96;0;0;NA;1.24;0.05;0.0
2021-12-07;Complet - avec rappel de 6 mois ou plus;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-08;Primo dose efficace;[0,19];675.24;141.64;23.49;53.04;1.54;1.41;0.21;0.21;0.0;0.0;179943.98;2.78;0;0;0;NA;0.27;0.08;0.0
2021-12-08;Complet - avec rappel de moins de 3 mois;[0,19];84.84;14.63;2.28;4.52;0.36;0.0;0.0;0.0;0.0;0.0;14987.83;0;0;NA;NA;NA;0.0;0.0;0.0
2021-12-08;Non-vaccinés;[20,39];14121.66;4236.39;1950.32;3398.84;63.6;49.56;10.73;5.14;0.0;0.0;1493256.77;2.4;2;0;0;NA;37.97;4.14;0.0
2021-12-08;Complet de moins de 3 mois - sans rappel;[20,39];7556.16;1680.7;425.04;793.68;5.45;3.55;3.32;3.26;0.0;0.0;1819505.38;3.26;2.17;0;0;NA;2.54;3.26;0.0
2021-12-08;Complet - avec rappel de moins de 3 mois;[20,39];3901.75;633.76;52.8;139.33;1.53;1.29;0.05;0.0;0.0;0.0;395378.59;7.3;3.18;0;NA;NA;1.29;0.0;0.0
2021-12-08;Complet - avec rappel entre 3 mois et 6 mois;[20,39];31.1;2.51;0.12;3.33;0.0;0.0;0.0;0.0;0.0;0.0;4226.09;1.33;0;NA;NA;NA;0.0;0.0;0.0
2021-12-08;Complet - avec rappel de 6 mois ou plus;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-08;Non-vaccinés;[40,59];10138.21;2719.61;1523.91;2662.29;108.2;89.63;52.22;41.89;3.45;2.5;1574071.18;1.83;1.42;7.34;3.01;0;85.09;41.89;2.5
2021-12-08;Primo dose efficace;[40,59];1572.33;231.98;56.59;111.17;4.55;3.82;0.02;0.0;0.1;0.0;368768.25;0.42;0.09;77.54;NA;NA;2.79;0.0;0.0
2021-12-08;Complet de moins de 3 mois - sans rappel;[40,59];5091.65;967.24;275.29;526.05;12.8;5.35;3.47;3.22;0.1;0.0;1263008.59;2.42;1.74;9.04;0;NA;5.32;3.22;0.0
2021-12-08;Complet - avec rappel de moins de 3 mois;[40,59];7928.05;1074.98;109.64;288.39;2.77;1.82;0.16;0.0;0.2;0.0;1176842.18;3.37;2.79;40.32;NA;NA;1.74;0.0;0.0
2021-12-08;Non-vaccinés;[60,79];5103.08;843.13;473.63;928.95;159.73;126.3;68.3;56.9;22.26;20.57;1180795.21;1.43;1.71;5.61;5.13;0;114.85;55.45;19.1
2021-12-08;Complet entre 3 mois et 6 mois - sans rappel;[60,79];17364.27;3108.11;977.9;2148.34;103.31;83.92;29.85;23.77;9.01;8.28;4941962.97;1.97;1.19;7.53;1.99;0;69.82;20.84;4.82
2021-12-08;Complet - avec rappel entre 3 mois et 6 mois;[60,79];432.5;54.57;3.45;21.14;2.1;2.08;1.0;1.0;0.68;0.12;92683.25;7.42;42.92;0;0;0;1.08;1.0;0.0
2021-12-08;Non-vaccinés;"[80;+]";2512.75;255.36;74.86;265.12;123.71;99.25;7.29;6.29;35.82;32.04;402073.05;2.85;0.1;3.63;0;0;86.71;6.29;26.49
2021-12-08;Primo dose récente;"[80;+]";136.63;7.26;3.85;7.86;0.61;0.51;0.0;0.0;0.02;0.0;9716.9;0;0;0;NA;NA;0.11;0.0;0.0
2021-12-09;Primo dose récente;[0,19];289.46;59.0;20.43;45.93;0.03;0.03;0.0;0.0;0.0;0.0;53253.63;0.34;0;0;NA;NA;0.0;0.0;0.0
2021-12-09;Primo dose efficace;[0,19];636.54;142.26;20.45;55.07;0.17;0.0;0.21;0.04;0.0;0.0;180785.37;2.91;6.71;NA;NA;NA;0.0;0.04;0.0
2021-12-09;Complet entre 3 mois et 6 mois - sans rappel;[0,19];14986.65;4118.74;489.22;1043.94;5.27;3.11;1.25;1.08;0.0;0.0;3559294.54;3.8;3.89;0;0;NA;2.41;1.08;0.0
2021-12-09;Complet - avec rappel entre 3 mois et 6 mois;[0,19];0.19;0.02;0.0;0.0;0.0;0.0;0.01;0.01;0.0;0.0;328.91;NA;NA;NA;NA;NA;0.0;0.01;0.0
2021-12-09;Complet - avec rappel de 6 mois ou plus;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-09;Complet de moins de 3 mois - sans rappel;[40,59];4988.42;925.34;256.71;525.07;9.58;6.56;2.84;2.41;0.08;0.08;1217258.32;2.46;1.52;0;0;NA;5.56;2.4;0.08
2021-12-09;Complet de 6 mois ou plus - sans rappel;[40,59];13641.99;2707.04;765.71;1465.92;19.22;18.34;0.55;0.3;0.0;0.0;2140481.23;3.59;3.3;1.26;0;NA;16.78;0.26;0.0
2021-12-09;Primo dose efficace;[60,79];887.77;108.39;21.22;60.86;4.07;3.18;3.43;3.17;0.16;0.04;242186.31;2.38;0;0;0;100;2.18;2.17;0.04
2021-12-09;Complet de moins de 3 mois - sans rappel;[60,79];2106.02;261.31;50.52;124.87;15.0;8.69;3.94;3.5;0.27;0.25;570908.61;3.21;1.42;0;0;0;7.38;3.5;0.25
2021-12-09;Complet entre 3 mois et 6 mois - sans rappel;[60,79];14257.33;2978.2;988.93;2008.39;88.33;65.17;26.39;22.57;13.29;12.52;4766090.23;2.71;2.28;8.57;5.18;1.58;54.74;21.57;9.52
2021-12-09;Complet - avec rappel de moins de 3 mois;[60,79];14225.45;1990.86;196.36;577.26;31.33;25.06;6.88;6.36;1.9;1.58;4501241.51;5.16;4.59;17.46;0;13.79;22.41;6.36;1.58
2021-12-09;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";2974.38;347.24;88.12;268.28;61.52;51.25;2.59;2.12;8.72;7.72;567771.28;1.48;0.16;3.61;10.71;0;45.27;1.12;3.95
2021-12-09;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";423.67;41.96;0.67;7.02;2.17;1.23;0.02;0.0;1.64;0.12;94040.82;2.74;25.53;22.22;NA;0;1.09;0.0;0.0
2021-12-10;Non-vaccinés;[20,39];14042.04;4025.13;1851.39;3320.42;48.92;38.28;11.84;10.06;2.41;0.41;1476011.47;2.27;1.96;3.75;0;NA;29.03;9.06;0.41
2021-12-10;Primo dose récente;[20,39];445.07;121.97;64.89;92.4;1.67;0.0;0.04;0.0;0.0;0.0;95167.54;1.52;2.14;NA;NA;NA;0.0;0.0;0.0
2021-12-10;Complet de 6 mois ou plus - sans rappel;[20,39];9695.59;1909.69;420.52;844.81;4.19;2.41;0.04;0.0;0.18;0.18;1031193.22;4.01;3.15;0;NA;NA;1.41;0.0;0.18
2021-12-10;Complet - avec rappel de moins de 3 mois;[20,39];5329.73;778.47;65.47;212.09;0.54;0.48;0.0;0.0;0.14;0.14;531473.16;7.41;4.07;0;NA;NA;0.48;0.0;0.14
2021-12-10;Complet entre 3 mois et 6 mois - sans rappel;[40,59];48578.17;10181.97;3259.23;6353.06;37.91;31.02;12.41;9.28;0.3;0.06;10529596.99;3.07;2.33;5.77;17.18;0;25.65;9.28;0.06
2021-12-10;Complet de 6 mois ou plus - sans rappel;[40,59];13678.51;2559.05;676.06;1449.99;16.98;15.05;4.66;4.32;1.26;1.12;2122889.27;3.58;2.28;9.71;89.06;0;13.61;4.32;1.12
2021-12-10;Complet - avec rappel de moins de 3 mois;[40,59];9854.0;1199.26;148.84;384.15;4.05;1.48;1.36;0.2;0.12;0.07;1527954.78;3.72;3.39;0;100;0;1.48;0.2;0.07
2021-12-10;Primo dose efficace;[60,79];874.06;116.56;27.18;58.66;7.67;6.22;0.85;0.35;0.3;0.0;237338.67;2.88;0.3;1.46;0;NA;6.04;0.35;0.0
2021-12-10;Complet de moins de 3 mois - sans rappel;[60,79];2313.49;228.49;45.31;150.45;15.36;13.22;5.36;5.0;0.0;0.0;558410.75;4.42;0.15;0;0;NA;11.08;5.0;0.0
2021-12-10;Complet entre 3 mois et 6 mois - sans rappel;[60,79];15361.32;2743.74;915.07;2017.34;112.57;89.05;25.94;18.52;6.53;4.45;4576552.5;2.04;1.86;6.59;1.22;0;67.95;15.52;3.45
2021-12-10;Primo dose efficace;"[80;+]";546.77;47.29;6.92;32.45;9.89;9.17;1.57;0.17;1.02;0.49;86726.11;0.85;0;25.16;0;0;6.81;0.17;0.09
2021-12-10;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";2784.11;342.29;73.16;236.87;58.09;46.74;1.41;1.0;14.99;13.13;551033.82;0.84;1.65;2.91;0;0;36.53;1.0;12.71
2021-12-10;Complet de 6 mois ou plus - sans rappel;"[80;+]";3205.63;411.05;112.39;322.44;59.27;45.77;2.37;2.17;17.32;15.29;596039.69;3.28;1.22;0;0;0;38.07;2.17;10.67
2021-12-10;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";495.25;48.05;2.31;11.74;2.84;2.12;0.21;0.17;1.58;1.0;110598.31;0;0;0;0;NA;2.12;0.17;0.0
2021-12-11;Primo dose récente;[0,19];161.91;20.8;9.07;24.71;0.04;0.03;0.0;0.0;0.0;0.0;51831.79;5.26;0;0;NA;NA;0.0;0.0;0.0
2021-12-11;Primo dose efficace;[0,19];414.63;52.99;11.27;30.51;1.05;0.84;0.08;0.0;0.0;0.0;181901.53;0.69;1.27;0;NA;NA;0.84;0.0;0.0
2021-12-11;Complet de moins de 3 mois - sans rappel;[0,19];3249.61;521.07;68.4;180.78;1.87;1.7;0.0;0.0;0.0;0.0;1237729.12;4.87;3.09;0;NA;NA;1.58;0.0;0.0
2021-12-11;Primo dose récente;[20,39];259.94;53.95;26.51;42.4;0.2;0.2;0.05;0.05;0.0;0.0;92951.03;6.08;0;NA;0;NA;0.2;0.05;0.0
2021-12-11;Non-vaccinés;[40,59];6098.12;1251.78;715.55;1425.85;121.19;99.68;40.33;33.62;1.85;1.85;1555180.87;2.19;2.05;0;3.85;0;93.81;33.07;1.85
2021-12-11;Complet de moins de 3 mois - sans rappel;[40,59];2964.51;397.95;126.11;265.81;7.79;6.77;3.88;3.67;0.08;0.08;1118209.72;4.51;3.28;0;0;0;6.22;3.54;0.08
2021-12-11;Complet - avec rappel entre 3 mois et 6 mois;[40,59];65.22;5.56;1.15;1.47;0.0;0.0;0.0;0.0;0.0;0.0;18273.52;0;0;NA;NA;NA;0.0;0.0;0.0
2021-12-11;Complet - avec rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-11;Primo dose récente;"[80;+]";64.9;4.95;2.26;3.74;0.42;0.31;1.05;1.0;0.03;0.0;9935.84;0;0;0;0;NA;0.11;1.0;0.0
2021-12-11;Primo dose efficace;"[80;+]";283.67;25.14;3.66;11.89;8.79;6.13;0.08;0.0;3.75;2.33;85222.99;0.31;0.86;0.89;NA;0;3.76;0.0;1.33
2021-12-11;Complet de moins de 3 mois - sans rappel;"[80;+]";773.98;59.15;2.48;21.52;16.35;13.04;0.06;0.0;4.47;4.18;219831.33;0.43;2.45;2.83;NA;0;10.79;0.0;4.18
2021-12-11;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";1725.63;186.17;37.8;119.41;35.62;28.51;3.42;2.93;13.31;10.49;532496.73;1.58;4.52;0.71;0;0;25.86;2.53;10.49
2021-12-11;Complet de 6 mois ou plus - sans rappel;"[80;+]";1949.74;215.32;61.26;192.6;44.76;35.18;4.58;4.15;25.54;21.86;577664.29;1.69;0.35;0.97;0;0;33.0;4.15;19.86
2021-12-11;Complet - avec rappel de moins de 3 mois;"[80;+]";5933.32;524.73;33.64;132.95;28.99;24.0;3.18;2.51;8.04;6.4;2190338.36;6.87;7.75;12.48;47.39;19.72;16.43;2.11;4.4
2021-12-11;Complet - avec rappel de 6 mois ou plus;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-12;Complet entre 3 mois et 6 mois - sans rappel;[0,19];1931.43;325.76;59.72;140.09;5.7;4.03;0.67;0.67;0.0;0.0;3672092.96;9.36;8.14;0;0;NA;3.66;0.67;0.0
2021-12-12;Complet de 6 mois ou plus - sans rappel;[0,19];33.84;5.41;1.13;1.29;0.2;0.14;0.0;0.0;0.0;0.0;41838.35;0;0;NA;NA;NA;0.14;0.0;0.0
2021-12-12;Complet - avec rappel de moins de 3 mois;[0,19];27.33;2.11;1.0;2.03;0.51;0.15;0.0;0.0;0.0;0.0;29746.09;0;0;NA;NA;NA;0.15;0.0;0.0
2021-12-12;Primo dose récente;[20,39];77.31;10.2;7.34;13.47;0.79;0.2;0.04;0.0;0.0;0.0;92269.7;8.73;14.66;NA;NA;NA;0.2;0.0;0.0
2021-12-12;Primo dose efficace;[20,39];369.3;41.77;11.68;26.81;1.58;0.88;0.04;0.0;0.0;0.0;514074.58;6.57;10.79;0;NA;NA;0.68;0.0;0.0
2021-12-12;Complet entre 3 mois et 6 mois - sans rappel;[20,39];9301.79;1427.13;452.55;1098.2;26.2;23.11;0.67;0.25;1.0;0.0;10379592.85;11.47;8.13;7.52;0;NA;12.42;0.25;0.0
2021-12-12;Complet de 6 mois ou plus - sans rappel;[20,39];1536.82;270.81;68.06;164.48;3.43;2.81;0.04;0.0;0.0;0.0;1048039.08;13.81;7.77;0;NA;NA;1.46;0.0;0.0
2021-12-12;Non-vaccinés;[40,59];1504.79;224.21;140.96;312.52;87.25;70.09;42.36;35.53;4.6;4.6;1550278.69;1.34;1.12;0;0;0;67.02;32.9;4.6
2021-12-12;Primo dose récente;[40,59];62.6;6.04;2.74;6.51;0.41;0.05;0.01;0.01;0.0;0.0;63707.44;0;0;0;NA;NA;0.05;0.0;0.0
2021-12-12;Complet - avec rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-12;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";855.15;111.95;12.23;38.92;26.58;19.29;3.86;3.38;14.16;10.92;524696.68;0;0;7.84;0;0;17.29;3.38;7.92
2021-12-12;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";143.74;18.13;1.14;3.54;0.06;0.06;0.18;0.18;0.35;0.0;134644.87;0;0;100;0;NA;0.06;0.18;0.0
2021-12-12;Complet - avec rappel de 6 mois ou plus;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-13;Non-vaccinés;[0,19];78807.97;16408.32;4880.26;11978.54;27.06;18.94;4.24;4.24;0.0;0.0;10841600.71;3.51;3.14;0;36.36;NA;17.27;3.58;0.0
2021-12-13;Primo dose récente;[0,19];296.84;56.5;26.53;63.89;0.0;0.0;0.03;0.03;0.0;0.0;50502.15;6.65;4.51;NA;NA;NA;0.0;0.0;0.0
2021-12-13;Complet de moins de 3 mois - sans rappel;[0,19];5735.06;1192.53;180.44;412.83;0.2;0.17;0.06;0.06;0.0;0.0;1166115.34;7.63;8.94;0;NA;NA;0.0;0.0;0.0
2021-12-13;Complet entre 3 mois et 6 mois - sans rappel;[0,19];18676.24;4474.05;855.74;1705.33;5.73;3.74;0.47;0.47;0.0;0.0;3678976.17;9.2;8.15;0;0;NA;2.57;0.33;0.0
2021-12-13;Complet - avec rappel de moins de 3 mois;[0,19];243.8;36.15;9.2;16.88;0.53;0.0;0.1;0.1;0.0;0.0;31679.72;18.05;14.58;NA;NA;NA;0.0;0.0;0.0
2021-12-13;Complet de moins de 3 mois - sans rappel;[20,39];7903.76;1677.4;581.83;1062.96;6.26;5.79;2.76;2.42;0.0;0.0;1563154.51;5.6;5.96;0;0;NA;4.54;1.42;0.0
2021-12-13;Primo dose récente;[40,59];438.9;95.88;62.89;117.91;3.87;2.3;0.02;0.02;0.0;0.0;64078.97;3.22;4.06;0;0;NA;2.3;0.0;0.0
2021-12-13;Primo dose efficace;[40,59];1783.65;280.19;86.35;174.69;4.83;4.64;0.11;0.11;0.0;0.0;355644.8;5.8;0.22;0;NA;NA;3.64;0.0;0.0
2021-12-13;Complet entre 3 mois et 6 mois - sans rappel;[40,59];54964.09;12377.25;5107.23;9290.46;44.9;37.06;12.5;10.3;0.0;0.0;10224455.37;5.44;4.9;4.59;0;NA;27.67;9.63;0.0
2021-12-13;Complet - avec rappel de moins de 3 mois;[40,59];15124.1;1940.69;250.12;635.97;5.5;4.78;0.19;0.09;0.0;0.0;1953899.69;9.01;7.11;43.67;0;NA;4.78;0.04;0.0
2021-12-13;Complet - avec rappel entre 3 mois et 6 mois;[40,59];143.4;17.94;4.75;9.74;1.0;1.0;0.0;0.0;0.0;0.0;19954.32;2;1.48;0;NA;NA;1.0;0.0;0.0
2021-12-13;Primo dose efficace;[60,79];1306.87;94.84;26.75;67.76;5.2;2.13;1.35;1.35;0.37;0.37;226978.6;2.89;0.51;0;0;0;1.13;1.35;0.37
2021-12-13;Complet - avec rappel entre 3 mois et 6 mois;[60,79];1046.28;76.26;8.84;27.44;0.07;0.05;1.0;1.0;0.37;0.0;148780.11;0.86;0.38;100;0;NA;0.0;1.0;0.0
2021-12-13;Primo dose efficace;"[80;+]";805.35;50.97;5.81;44.71;13.6;12.86;1.49;1.43;2.39;2.39;84500.74;0;0;0;0;0;6.75;1.43;2.17
2021-12-13;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";1226.6;84.24;7.08;35.63;6.78;4.71;0.16;0.13;0.68;0.32;136015.1;5.39;19.19;0;NA;0;4.49;0.13;0.2
2021-12-13;Complet - avec rappel de 6 mois ou plus;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-14;Non-vaccinés;[0,19];66768.14;13984.28;3625.69;9400.63;25.92;16.71;5.74;3.58;0.0;0.0;10840126.04;5.38;4.87;0;NA;NA;9.59;3.37;0.0
2021-12-14;Complet de moins de 3 mois - sans rappel;[0,19];5438.06;1143.12;149.79;343.65;0.53;0.31;0.1;0.1;0.0;0.0;1146630.07;15.83;10.83;0;NA;NA;0.11;0.05;0.0
2021-12-14;Complet de 6 mois ou plus - sans rappel;[0,19];261.96;50.58;8.66;25.48;0.02;0.0;0.0;0.0;0.0;0.0;43888.49;34.13;35.68;NA;NA;NA;0.0;0.0;0.0
2021-12-14;Non-vaccinés;[20,39];15213.13;4617.23;2346.54;4117.99;50.12;43.14;12.15;9.83;0.32;0.0;1448611.4;4.89;4.53;9.54;0;NA;35.81;9.83;0.0
2021-12-14;Complet de moins de 3 mois - sans rappel;[20,39];7353.96;1610.13;495.93;928.86;5.86;5.75;0.37;0.31;0.03;0.0;1515814.61;10.88;9.25;7.71;0;NA;4.67;0.31;0.0
2021-12-14;Complet - avec rappel de moins de 3 mois;[20,39];7903.74;1146.45;126.77;386.67;0.08;0.08;0.22;0.22;0.15;0.0;789575.3;27.63;24.71;0;0;NA;0.0;0.22;0.0
2021-12-14;Non-vaccinés;[40,59];10814.59;3078.19;1796.98;3110.39;145.92;105.34;53.47;45.29;4.09;3.05;1543698.57;3.28;2.78;1.3;2.77;0;97.59;43.32;3.05
2021-12-14;Primo dose récente;[40,59];382.21;72.13;39.5;66.44;2.92;1.09;0.01;0.01;0.0;0.0;64387.21;0.35;0.27;91.74;NA;NA;1.09;0.0;0.0
2021-12-14;Complet de moins de 3 mois - sans rappel;[40,59];4924.62;857.41;287.31;552.41;5.98;3.38;2.28;2.09;0.17;0.08;1046522.83;5.66;4.82;0;0;0;3.38;2.08;0.08
2021-12-14;Primo dose efficace;[60,79];1128.17;149.06;34.87;78.07;6.75;3.66;0.37;0.28;1.46;1.12;222830.29;10.33;3.4;28.57;0;0;2.66;0.28;0.12
2021-12-14;Complet de moins de 3 mois - sans rappel;[60,79];2666.57;272.68;47.62;137.8;15.19;10.43;4.92;2.83;1.57;1.43;535102.67;1.93;0.4;0.78;0;76.34;7.14;2.83;1.43
2021-12-14;Non-vaccinés;"[80;+]";2744.74;300.13;121.99;357.25;124.99;91.99;8.48;7.86;40.99;26.19;396980.19;2.73;2.21;1.47;0;0;80.03;6.86;25.19
2021-12-14;Primo dose récente;"[80;+]";150.88;9.26;5.0;9.3;7.11;5.91;0.05;0.0;1.0;0.0;10374.35;2.61;5.18;0;NA;NA;5.91;0.0;0.0
2021-12-14;Complet - avec rappel de moins de 3 mois;"[80;+]";13186.12;1078.44;63.9;326.72;41.85;27.86;2.9;2.42;5.9;3.73;2206546.51;5.35;5.78;10.96;75.19;0;21.98;2.42;1.73
2021-12-14;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";1283.12;91.28;5.67;45.9;4.61;3.58;0.19;0.13;0.46;0.0;159225.15;9.95;8.79;0;NA;NA;3.58;0.13;0.0
2021-12-15;Complet - avec rappel de moins de 3 mois;[0,19];345.31;39.94;6.78;16.48;0.18;0.0;0.0;0.0;0.0;0.0;39539.62;27.34;20.25;NA;NA;NA;0.0;0.0;0.0
2021-12-15;Complet - avec rappel entre 3 mois et 6 mois;[0,19];0.54;0.02;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;479.1;100;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-15;Non-vaccinés;[20,39];15353.98;4200.09;2071.58;3782.37;66.17;54.56;16.2;12.34;0.0;0.0;1438314.59;7.54;6.71;0;0;NA;36.59;12.34;0.0
2021-12-15;Primo dose récente;[20,39];484.35;121.43;67.09;108.68;0.79;0.0;0.0;0.0;0.0;0.0;93640.96;9.6;10.72;NA;NA;NA;0.0;0.0;0.0
2021-12-15;Primo dose efficace;[20,39];2184.09;386.92;108.21;218.92;1.4;1.0;0.86;0.58;1.0;1.0;506872.92;15.19;13.75;NA;NA;NA;0.0;0.58;1.0
2021-12-15;Complet de moins de 3 mois - sans rappel;[20,39];6962.26;1368.88;396.44;802.67;4.52;3.16;1.12;1.12;0.0;0.0;1470891.59;14.32;11.57;0;0;NA;2.0;1.12;0.0
2021-12-15;Complet entre 3 mois et 6 mois - sans rappel;[20,39];60930.0;13692.67;4479.99;9174.87;20.68;16.61;2.13;1.7;0.0;0.0;10265364.68;22.53;18.85;0;0;NA;10.41;1.7;0.0
2021-12-15;Complet - avec rappel de moins de 3 mois;[20,39];9166.96;1309.8;150.08;477.98;0.27;0.16;1.0;1.0;0.0;0.0;893962.11;43.09;29.94;0;NA;NA;0.0;1.0;0.0
2021-12-15;Complet - avec rappel entre 3 mois et 6 mois;[20,39];67.11;7.85;1.2;5.83;0.0;0.0;0.0;0.0;0.0;0.0;7646.74;49.81;2.5;NA;NA;NA;0.0;0.0;0.0
2021-12-15;Complet - avec rappel de 6 mois ou plus;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-12-15;Non-vaccinés;[40,59];10679.21;2781.0;1648.71;2952.02;124.21;91.28;64.3;54.98;1.83;1.0;1536799.14;4.09;3.78;1.76;7.76;0;89.36;53.21;0.0
2021-12-15;Primo dose récente;[40,59];377.96;70.8;40.98;78.7;4.05;3.38;0.02;0.01;0.0;0.0;64851.58;8.08;5.72;0;0;NA;2.38;0.0;0.0
2021-12-15;Complet de 6 mois ou plus - sans rappel;[40,59];13801.48;2450.56;793.05;1659.52;13.31;10.68;3.81;3.5;1.17;1.0;2118310.36;11.33;10.4;5.58;0;0;9.31;3.46;1.0
2021-12-15;Complet de moins de 3 mois - sans rappel;[60,79];2315.13;247.92;52.73;154.3;13.83;8.53;4.27;2.49;2.97;1.74;527526.19;7.77;5.94;0;0;0;7.62;2.41;1.74
2021-12-15;Complet - avec rappel de moins de 3 mois;[60,79];21937.7;2497.06;228.39;735.11;37.62;28.73;11.19;8.95;4.76;4.58;5687196.67;11.05;8.27;6.35;0;0;21.81;5.64;3.58
2021-12-15;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";3038.66;283.44;65.12;232.47;61.73;54.44;4.98;3.55;12.38;11.71;488645.09;3.53;5.68;7.24;0;1.73;38.21;3.36;10.06
2021-12-15;Complet de 6 mois ou plus - sans rappel;"[80;+]";3639.43;345.01;105.61;336.73;86.26;73.22;4.91;4.36;27.46;21.9;540939.38;5.82;5.67;9.07;0;14.5;57.43;4.21;15.52
2021-12-15;Complet - avec rappel entre 3 mois et 6 mois;"[80;+]";1347.85;98.42;6.27;34.85;5.93;3.79;0.93;0.08;1.14;1.0;193975.96;2.9;8.15;54.95;0;0;1.72;0.05;1.0
2021-12-16;Complet entre 3 mois et 6 mois - sans rappel;[0,19];19630.15;3618.52;653.2;1495.39;5.05;4.41;0.17;0.08;0.0;0.0;3761058.57;27.16;24.04;29.41;0;NA;2.24;0.08;0.0
2021-12-16;Primo dose récente;[20,39];469.56;112.43;61.19;102.97;1.8;1.05;0.0;0.0;0.0;0.0;93452.94;11.5;8.96;0;NA;NA;1.05;0.0;0.0
2021-12-16;Complet de moins de 3 mois - sans rappel;[20,39];7154.76;1340.58;400.07;815.37;8.47;6.84;1.15;1.05;0.0;0.0;1429972.7;15.97;12.92;18.35;0;NA;5.63;1.0;0.0
2021-12-16;Complet - avec rappel entre 3 mois et 6 mois;[20,39];77.3;8.78;0.22;2.85;0.0;0.0;0.0;0.0;0.0;0.0;8137.81;12.24;22.73;NA;NA;NA;0.0;0.0;0.0
2021-12-16;Primo dose récente;[40,59];308.42;55.48;29.48;60.43;2.81;2.2;0.02;0.0;0.0;0.0;64882.73;5.34;8.83;0;NA;NA;2.2;0.0;0.0
2021-12-16;Complet entre 3 mois et 6 mois - sans rappel;[40,59];45507.98;9424.41;3487.04;6710.64;33.86;26.64;12.28;7.55;1.0;1.0;9694492.19;11.77;10.34;1.78;7.07;0;21.64;7.41;1.0
2021-12-16;Complet - avec rappel entre 3 mois et 6 mois;[40,59];206.4;22.28;4.61;8.59;0.02;0.0;0.03;0.03;0.0;0.0;26786.09;25.21;46.02;NA;100;NA;0.0;0.03;0.0
2021-12-16;Primo dose efficace;[60,79];779.78;96.62;24.59;62.39;9.69;6.97;3.2;2.1;1.29;1.15;211703.77;9.13;12.97;0;47.62;0;5.97;1.1;1.15
